"HSPA9","HSPD1","HSPE1","SPG7","CLPP","DNAJA3","LONP1","TRAP1","YME1L1","CLPX","AFG3L2","HTRA2","DNAJC19","GRPEL2","HSCB"
0.186666666666667,0.268456375838926,0.321766561514196,0.333333333333333,0.63030303030303,0.105691056910569,0.448669201520913,0.122529644268775,0.31547619047619,0.25,0.11,0.253731343283582,0.0866425992779783,0.158333333333333,0.101910828025478
0.198757763975155,0.232558139534884,0.291417165668663,0.269230769230769,0.524590163934426,0.0986547085201794,0.420875420875421,0.144144144144144,0.5,0.109375,0.183006535947712,0.230569948186528,0.0746268656716418,0.0204081632653061,0.0820399113082041
0.206405693950178,0.226148409893993,0.367781155015198,0.274111675126903,0.601307189542484,0.0909090909090909,0.339055793991416,0.0567375886524824,0.222222222222222,0.193333333333333,0.091715976331361,0.0913978494623656,0.157068062827225,0.0531914893617021,0.15929203539823
0.151282051282051,0.224096385542169,0.355231143552311,0.21580547112462,0.529411764705882,0.0635294117647058,0.230582524271845,0.0774487471526196,0.202749140893471,0.144385026737968,0.0767590618336886,0.131578947368421,0.132780082987552,0.178378378378378,0.109324758842444
0.318181818181818,0.248803827751196,0.427480916030534,0.105769230769231,0.487889273356401,0.1125,0.156862745098039,0.125,0.214574898785425,0.220994475138122,0.177083333333333,0.131195335276968,0.0760869565217391,0.0952380952380953,0.172661870503597
0.258064516129032,0.368200836820084,0.420118343195266,0.290540540540541,0.453237410071942,0.328767123287671,0.295238095238095,0.340909090909091,0.418367346938776,0.217948717948718,0.213114754098361,0.294930875576037,0.144578313253012,0.287878787878788,0.224806201550388
0.174311926605505,0.333333333333333,0.409240924092409,0.254098360655738,0.291666666666667,0.178571428571428,0.146788990825688,0.256637168141593,0.076923076923077,0.0694444444444444,0.186813186813187,0.0756756756756757,0.0821428571428572,0.107142857142857,0.232558139534884
0.188,0.299180327868853,0.375,0.392156862745098,0.626829268292683,0.0591133004926108,0.522346368715084,0.133333333333333,0.257383966244726,0.208494208494209,0.161016949152542,0.271317829457364,0.128,0.171296296296296,0.100864553314121
0.148367952522255,0.251889168765743,0.362282878411911,0.111111111111111,0.545189504373178,0.1171875,0.299295774647887,0.134228187919463,0.393162393162393,0.251572327044025,0.171270718232044,0.316037735849057,0.158415841584158,0.216216216216216,0.126865671641791
0.16140350877193,0.216748768472906,0.355191256830601,0.146236559139785,0.641221374045801,0.0448179271708683,0.307692307692308,0.0523255813953488,0.25,0.25,0.0968586387434556,0.325503355704698,0.0823970037453183,0.08,0.107042253521127
0.155882352941176,0.282420749279539,0.384892086330935,0.245614035087719,0.372168284789644,0.0939226519337016,0.387351778656126,0.139240506329114,0.192926045016077,0.177777777777778,0.126470588235294,0.108870967741936,0.0756302521008403,0.139455782312925,0.0957446808510639
0.299610894941634,0.371052631578947,0.371534195933457,0.27363184079602,0.47427293064877,0.128787878787879,0.323624595469256,0.173684210526316,0.274725274725275,0.0544217687074831,0.0928961748633881,0.208333333333333,0.278768233387358,0.0123456790123457,0.178498985801217
0.307901907356948,0.307894736842105,0.276346604215457,0.335164835164835,0.504531722054381,0.223255813953488,0.328888888888889,0.101123595505618,0.401384083044983,0.36,0.131195335276968,0.0939597315436242,0.250720461095101,0.088560885608856,0.0926829268292683
0.322869955156951,0.326612903225806,0.366876310272537,0.198776758409786,0.519230769230769,0.167857142857143,0.238095238095238,0.166666666666667,0.375384615384615,0.312820512820513,0.103157894736842,0.150442477876106,0.384615384615385,0.348534201954397,0.143603133159269
0.184331797235023,0.288401253918495,0.317415730337079,0.0808080808080808,0.408360128617363,0.0857142857142857,0.161458333333333,0.0615384615384614,0.36426116838488,0.265560165975104,0.13953488372093,0.118971061093248,0.0612244897959184,0.272493573264781,0.108225108225108
0.194444444444444,0.386627906976744,0.405867970660147,0.396946564885496,0.410958904109589,0.186507936507937,0.341968911917098,0.2109375,0.275675675675676,0.169934640522876,0.107142857142857,0.316939890710382,0.149253731343283,0.16597510373444,0.172897196261682
0.20627802690583,0.300970873786408,0.426229508196721,0.330275229357798,0.27946127946128,0.197132616487455,0.185,0.210144927536232,0.0308641975308642,0.0805369127516778,0.0948275862068965,0.143884892086331,0.246376811594203,0.185810810810811,0.137142857142857
0.292035398230089,0.319209039548022,0.34965034965035,0.29746835443038,0.558891454965358,0.094488188976378,0.374677002583979,0.11864406779661,0.415770609318996,0.397887323943662,0.153543307086614,0.205020920502092,0.2375,0.385802469135803,0.150121065375303
0.450549450549451,0.47380410022779,0.480459770114943,0.191489361702128,0.568513119533528,0.315363881401617,0.363984674329502,0.348600508905852,0.293532338308458,0.473958333333333,0.155,0.350282485875706,0.314705882352941,0.372262773722628,0.264248704663212
0.225974025974026,0.203030303030303,0.328089887640449,0.141304347826087,0.573493975903614,0.123046875,0.248091603053435,0.0780346820809248,0.377224199288256,0.282157676348548,0.106060606060606,0.203389830508475,0.257551669316375,0.262872628726287,0.171084337349398
0.37984496124031,0.483790523690773,0.616161616161616,0.276190476190476,0.464406779661017,0.136363636363636,0.444444444444444,0.188498402555911,0.413897280966767,0.4,0.116666666666667,0.205128205128205,0.470219435736677,0.580357142857143,0.159763313609467
0.260869565217391,0.256410256410256,0.420955882352941,0.39662447257384,0.451306413301663,0.256926952141058,0.302681992337165,0.197916666666667,0.24124513618677,0.0398671096345514,0.221333333333333,0.0812324929971988,0.230902777777778,0.0151515151515151,0.174291938997821
0.222748815165877,0.278978388998035,0.563055062166963,0.333333333333333,0.605603448275862,0.254,0.244186046511628,0.272545090180361,0.227891156462585,0.032345013477089,0.19758064516129,0.293248945147679,0.312068965517241,0.0163934426229508,0.467836257309942
0.196078431372549,0.311688311688312,0.388446215139442,0.0833333333333334,0.405612244897959,0.256227758007117,0.1,0.211538461538461,0.234126984126984,0.0476190476190477,0.280487804878049,0.300683371298405,0.073126142595978,0.00754716981132075,0.257709251101322
0.226666666666667,0.411411411411411,0.512241054613936,0.32843137254902,0.339285714285714,0.128630705394191,0.214574898785425,0.191489361702128,0.339285714285714,0.19047619047619,0.108843537414966,0.240641711229947,0.0917602996254682,0,0.233115468409586
0.226415094339623,0.400709219858156,0.470588235294118,0.28021978021978,0.25765306122449,0.145522388059701,0.125506072874494,0.327510917030568,0.0945945945945946,0.0666666666666667,0.238993710691824,0.147147147147147,0.397526501766785,0.025,0.134657836644592
0.290780141843972,0.314285714285714,0.537142857142857,0.257510729613734,0.65546218487395,0.322033898305085,0.454314720812183,0.307142857142857,0.282157676348548,0.0509803921568627,0.32,0.249388753056235,0.332179930795848,0.00454545454545452,0.545988258317025
0.271708683473389,0.434977578475336,0.529824561403509,0.11731843575419,0.472850678733032,0.273480662983425,0.214067278287462,0.336898395721925,0.37007874015748,0.0694444444444444,0.291845493562232,0.225464190981432,0.284697508896797,0.0136986301369862,0.223194748358862
0.232198142414861,0.137026239067055,0.513863216266174,0.25357873210634,0.647311827956989,0.242630385487528,0.255972696245734,0.195121951219512,0.280851063829787,0.0650887573964497,0.242053789731051,0.319634703196347,0.536023054755043,0.00421940928270037,0.552325581395349
0.246612466124661,0.336363636363636,0.364161849710983,0.168421052631579,0.247139588100686,0.260135135135135,0.242622950819672,0.217081850533808,0.212698412698413,0.0382165605095541,0.262032085561497,0.177377892030848,0.282758620689655,0.01,0.138084632516704
