"BRCA","COAD","HNSC","KIRC","KIRP","LIHC","LUAD","LUSC","PRAD","STAD","THCA","UCEC"
0.134615384615385,0.5,0.248387096774193,0.615873015873016,0.699346405228758,0.11731843575419,0.18141592920354,0.335526315789474,0.544169611307421,0.65962441314554,0.368600682593857,0.748677248677249
0.0227272727272727,0.328530259365994,0.0923623445825933,0.0804597701149424,0.1797583081571,0.0231660231660231,0.0813953488372093,0.107382550335571,0.0754352030947776,0.359464627151052,0.0273037542662117,0.218061674008811
0,0.00348432055749126,0.0168350168350168,0.00461893764434174,0.0220913107511045,0.0133333333333334,0.00657894736842102,0.00800000000000012,0,0,0.0441826215022092,0
0,0.0324675324675324,0.0552147239263804,0.00400801603206413,0.130500758725342,0,0.0104712041884816,0.0617283950617283,0.0192307692307693,0.166336633663366,0.00777604976671853,0.0516129032258065
0.113636363636364,0.0808823529411764,0.354581673306773,0.475195822454308,0.58695652173913,0.202453987730061,0.0642201834862386,0.132867132867133,0.516483516483517,0.4375,0.611702127659574,0.408571428571429
0.00386100386100385,0.0157068062827226,0.0380116959064328,0.02088772845953,0.305816135084428,0.0222222222222223,0.0403225806451613,0.0442477876106194,0.0174825174825175,0.262086513994911,0.0405063291139242,0.0684326710816776
0.0792079207920792,0.0625,0.357429718875502,0.438692098092643,0.560460652591171,0.24031007751938,0.135135135135135,0.248062015503876,0.44649446494465,0.498783454987834,0.312703583061889,0.224274406332454
0.126126126126126,0.198019801980198,0.180232558139535,0.392,0.437100213219616,0.114942528735632,0.11965811965812,0,0.506410256410256,0.239067055393586,0.58974358974359,0.562347188264059
0.163461538461538,0.231316725978648,0,0.476923076923077,0.59493670886076,0.102040816326531,0.0581395348837209,0.0499999999999999,0.598039215686274,0.295264623955432,0.342592592592593,0.549397590361446
0.101010101010101,0.0890688259109311,0.409574468085106,0.568062827225131,0.663385826771654,0.182741116751269,0.0933333333333333,0.282828282828283,0.661870503597122,0.416184971098266,0.635204081632653,0.755263157894737
0,0.0130718954248366,0.0928571428571429,0.0214723926380368,0.133671742808799,0.046099290780142,0.0271739130434782,0.0535714285714285,0.0558375634517766,0.0752941176470587,0.00193798449612403,0.220744680851064
0.0190476190476191,0.249322493224932,0.123938879456706,0.158567774936061,0.112115732368897,0.00934579439252325,0.0194174757281553,0.10958904109589,0.0559284116331097,0.117391304347826,0.058047493403694,0.263403263403263
0.238095238095238,0.382445141065831,0,0.0308641975308642,0.279545454545455,0.0836236933797909,0.166666666666667,0.185430463576159,0.708812260536398,0.361764705882353,0.264631043256997,0.591836734693878
0,0.216606498194946,0.056672760511883,0,0.00290275761973868,0,0,0.00769230769230766,0.00173913043478258,0.045673076923077,0,0.00511508951406658
0.232142857142857,0.559880239520958,0.358974358974359,0.106157112526539,0.26038338658147,0.184818481848185,0.439024390243902,0.325657894736842,0.151315789473684,0.521739130434783,0.0130151843817787,0.303529411764706
0.00487804878048781,0.00578034682080919,0.131926121372032,0,0.0556390977443609,0,0.00645161290322582,0,0,0.00735294117647056,0,0
0.0298913043478261,0.020912547528517,0.243713733075435,0.0177777777777777,0.18025078369906,0.0196078431372549,0.0797546012269938,0.123853211009174,0.0614035087719298,0.202226345083488,0.00588235294117656,0.038135593220339
0.0347222222222222,0.120805369127517,0.441358024691358,0.474576271186441,0.631790744466801,0.150793650793651,0.0826771653543307,0.186868686868687,0.513833992094862,0.431151241534989,0.246031746031746,0.342391304347826
0.0332225913621262,0.0275229357798166,0.214105793450882,0.0326409495548962,0.346080305927342,0.021978021978022,0.0746268656716418,0.0380434782608695,0.0455407969639469,0.247191011235955,0.0615384615384614,0.0520607375271149
0.0958904109589042,0.059071729957806,0.504854368932039,0.430678466076696,0.622529644268775,0.186915887850467,0.126482213438735,0.352601156069364,0.516806722689076,0.473799126637555,0.46448087431694,0.186224489795918
0.165562913907285,0.233236151603499,0.114864864864865,0.277333333333333,0.33203125,0.237942122186495,0.234042553191489,0.0138888888888888,0.250712250712251,0.192118226600985,0.362264150943396,0.513002364066194
0.0299401197604789,0.211940298507463,0,0.319306930693069,0.460803059273423,0.0402684563758389,0.0460251046025104,0.0194805194805194,0.331395348837209,0.224299065420561,0.293103448275862,0.494199535962877
0.25,0.0411392405063291,0.293729372937294,0.393483709273183,0.57962962962963,0.176258992805755,0.0711111111111111,0.197604790419162,0.359621451104101,0.32289156626506,0.234146341463415,0.686868686868687
0.00386100386100385,0.0393258426966292,0.382075471698113,0.0469314079422383,0.195767195767196,0.364912280701754,0.195876288659794,0.143712574850299,0.145833333333333,0.109677419354839,0,0.223404255319149
0,0.419618528610354,0.328282828282828,0.171428571428571,0.138939670932358,0.0253807106598986,0.0645161290322581,0.252365930599369,0.116455696202532,0.181443298969072,0.0121396054628224,0.347394540942928
0.115107913669065,0.415254237288136,0,0.00692041522491349,0.22008547008547,0.363636363636364,0.147321428571429,0.217391304347826,0.525735294117647,0.292079207920792,0.0553935860058309,0.582278481012658
0,0.203030303030303,0.245583038869258,0.00621118012422361,0.0145137880986937,0.0188679245283019,0.067741935483871,0.0461538461538461,0.0321969696969697,0.0786026200873363,0,0.0102564102564102
0.0241935483870969,0.00887573964497046,0.234962406015037,0.044392523364486,0.183501683501683,0.0129310344827587,0.00724637681159424,0,0.0831295843520783,0.00241545893719808,0.345486111111111,0
0.230547550432277,0.0707070707070707,0.655893536121673,0.461538461538462,0.625,0.36101083032491,0.228494623655914,0.2,0.577342047930283,0.270955165692008,0.619047619047619,0.0268817204301076
0.0368421052631579,0.178997613365155,0.210801393728223,0.179959100204499,0.192364170337739,0.00282485875706218,0.12094395280236,0.190789473684211,0.0842332613390929,0.24853228962818,0.0599369085173502,0.0692520775623269
0.150641025641026,0.0400943396226415,0.417165668662675,0.255451713395639,0.421370967741935,0.059071729957806,0.0679347826086956,0.00632911392405067,0.479028697571744,0.127016129032258,0.223076923076923,0.0272479564032697
0.0833333333333334,0.0855263157894737,0.21792618629174,0.062992125984252,0.219584569732938,0.0126984126984127,0.123919308357349,0.164516129032258,0.0596026490066225,0.257407407407407,0.00860215053763436,0.02
0,0.100529100529101,0.00904159132007232,0,0.0286144578313253,0.0180995475113123,0.0675675675675675,0.0148698884758365,0.00540540540540535,0.0990990990990991,0,0.115303983228512
0,0.0842391304347826,0.00201207243460766,0.00857632933104624,0.0774647887323945,0,0.0113960113960114,0.0252707581227436,0.012280701754386,0.0909090909090909,0,0.112033195020747
0.0196078431372549,0.0189873417721519,0.0973451327433629,0.0286195286195287,0.163487738419619,0.00255754475703318,0.00874635568513127,0.0447284345047922,0.0166358595194085,0.144927536231884,0.0427728613569321,0.194029850746269
0.111913357400722,0.0707964601769911,0.515828677839851,0.00583090379008744,0.203900709219858,0.167095115681234,0.28328611898017,0.119718309859155,0.269521410579345,0.0766045548654245,0.251072961373391,0.113924050632911
0.0456852791878173,0.472779369627507,0.65905383360522,0.223684210526316,0.350649350649351,0.0113636363636364,0.091715976331361,0.443526170798898,0.637426900584795,0.424691358024691,0.541740674955595,0.515679442508711
0.015,0.247474747474747,0,0,0.036231884057971,0.143552311435523,0.0647058823529413,0.293515358361775,0.0553359683794467,0.150984682713348,0.0523364485981308,0.222222222222222
0.0150753768844222,0.238095238095238,0.708791208791209,0.151975683890577,0.361867704280156,0.356275303643725,0.249283667621777,0.149305555555556,0.540603248259861,0.211678832116788,0.5720823798627,0.153225806451613
0.222602739726027,0.0950920245398773,0.202586206896552,0.0294906166219839,0.17636684303351,0.010752688172043,0.00847457627118653,0.00598802395209574,0.205069124423963,0,0.405821917808219,0.0555555555555556
0.0160000000000001,0.126315789473684,0.126843657817109,0.0418604651162792,0.124031007751938,0.0440251572327044,0.0387096774193548,0.00636942675159224,0,0.0145454545454545,0.120863309352518,0
0.325688073394495,0.170305676855895,0.276527331189711,0.109311740890688,0.0976909413854352,0.0163934426229508,0.16,0.0363636363636364,0.240740740740741,0.0362694300518135,0.0936329588014981,0.0736842105263158
0.0298507462686567,0.158273381294964,0.0951008645533141,0.0326633165829145,0.143079315707621,0.0317460317460317,0.062111801242236,0.00641025641025639,0,0.00946372239747639,0.00173913043478258,0.0222222222222223
0,0,0,0.00247524752475259,0.0067567567567568,0.0116279069767442,0,0,0,0.0157480314960631,0.0075301204819278,0
0,0,0,0.0222717149220489,0.0303951367781156,0.0108695652173912,0,0,0,0,0.00495867768595049,0
0.00729927007299258,0,0.0371621621621622,0.00836820083682022,0.0848656294200848,0,0,0,0,0.00518134715025909,0.152974504249292,0
0.322222222222222,0.0614525139664805,0.261964735516373,0.00465116279069766,0.312638580931264,0.00378787878787878,0.0308370044052864,0.00884955752212391,0.0978260869565217,0.0125786163522013,0.332046332046332,0
0,0.00589970501474923,0.23943661971831,0.0181818181818182,0.135306553911205,0,0,0.00628930817610063,0.0621301775147929,0.00460829493087556,0.598360655737705,0
0,0,0,0.166666666666667,0.00414078674948237,0.00716845878136196,0,0,0,0.00602409638554224,0.215970961887477,0
0.03125,0,0.294363256784969,0.016260162601626,0.353200883002208,0.00689655172413794,0,0.00793650793650791,0.212041884816754,0,0.397887323943662,0.0366972477064219
0.0563380281690141,0.389645776566757,0.107806691449814,0.0708333333333333,0.14962962962963,0,0.0923913043478262,0.159090909090909,0.0300884955752212,0.252427184466019,0.0637037037037037,0.102739726027397
0.626760563380282,0.428125,0.504926108374384,0.26865671641791,0.473568281938326,0.108695652173913,0.144385026737968,0.142857142857143,0.768867924528302,0.266666666666667,0.297766749379653,0.682795698924731
0.0650684931506849,0.572307692307692,0.129277566539924,0.0192307692307693,0.178410794602699,0,0.0445544554455446,0.127777777777778,0.033210332103321,0.286374133949192,0.0218253968253967,0.186234817813765
