# Max Likelihood=  -1395.9202120328637  N_real= 1
a= 0
0.3989509702023159 0.036924082696436517
0.0 0.4778110886056897

a= 1
0.5157621292209656 0.025646264928898328
0.0 0.6700586763022369

a= 2
0.44560097762021256 0.025163324803801866
0.0 0.7598011330081175

a= 3
0.522439756385606 0.07211041748009027
0.0 0.6662619450120303

a= 4
0.6233027352986601 0.06819491319285692
0.0 0.7212738719344033

a= 5
0.4782198090056557 0.016249598642885034
0.0 0.7054149842704726

a= 6
0.45146448105213094 0.036350743382584934
0.0 0.6688385787115693

a= 7
0.5555945705167512 0.004543469344029227
0.0 0.6208090180792476

a= 8
0.5181179736410322 0.058486672608837005
0.0 0.690705754672219

a= 9
0.5647116815878854 0.0785566806959052
0.0 0.6950378575058871

a= 10
0.5674232156080018 0.08967149258365904
0.0 0.6089308323702772

a= 11
0.5218546388228077 0.004088007541970712
0.0 0.6555127391818691

