# Max Likelihood=  -1331.0269711234741  N_real= 1
a= 0
0.43878074141553686 0.06003369662780583 0.0
0.0 0.42863209722312734 0.0
2.8097636925811236e-07 1.6537105758993253e-07 0.3480339554225717

a= 1
0.4861472506273684 0.02160346674191703 0.0
0.0 0.6314711102100047 0.0
0.10198037087999111 0.042060915189104375 0.4485551458736574

a= 2
0.47858077573371893 0.04421400741013161 0.0
0.0 0.7071346763360113 0.0
0.0 0.06514470364342334 0.37447301262252924

a= 3
0.4637768458673898 0.07519809122938742 0.0
0.0 0.6260225842280959 0.0
0.0008303970696764132 0.07285398601831478 0.6212516029266487

a= 4
0.4813456118601266 0.13844872740382702 0.0
0.0 0.6684253411822527 0.0
0.17728963194602854 0.01083647512318317 0.6019829648185141

a= 5
0.40271061105372596 0.0022460643267895038 0.0
0.0 0.6751174076079083 0.0
3.950314342571129e-06 0.064925627926533 0.6351915277666677

a= 6
0.44856116624838066 0.028026727107250463 0.0
0.0 0.6292803591793183 0.0
0.020160078782525 0.09371644870434262 0.40731496468994044

a= 7
0.49810136692116336 0.012619098894131582 0.0
0.0 0.5871806551139412 0.0
0.2054211161101328 3.543941741312817e-05 0.3960526852675633

a= 8
0.4460731940436882 0.03502866499304746 0.0
0.0 0.6600257937546603 0.0
0.13362994337379497 0.08139525656287386 0.4875599017919134

a= 9
0.41240684849098314 0.15207255397534664 0.0
0.0 0.6428136497145446 0.0
0.18065239844638353 0.010617369234476653 0.5695358839421502

a= 10
0.4889169592233749 0.1404594692449162 0.0
0.0 0.5573215913974329 0.0
0.0006544801919881039 0.012212890934153231 0.695321240734912

a= 11
0.42851356963738985 2.614763830997382e-06 0.0
0.0 0.6181227501721791 0.0
0.013741470076214684 0.10226045640801339 0.6125255479831522

