# Max Likelihood=  -74732.3306278295  N_real= 1
a= 0
0.3609035500045349 0.0
0.0 0.18651771617323962

a= 1
0.47404860026883355 0.03714180750789436
0.16984546862358263 0.49134204233560197

a= 2
0.9851371728697194 3.4831335192201983e-07
0.0 0.3964256280779852

a= 3
0.41137213143782736 0.0
0.0 0.9092908506609136

a= 4
0.7810326389979286 8.825970026475452e-05
0.0 1.3701828556063278

a= 5
0.27955162578913073 0.0
0.0011998762150846175 0.6397089814871979

a= 6
0.38766499605817284 6.419299519529106e-06
0.0 0.20333809427680086

a= 7
0.3018245257800477 0.028925355564664447
0.0757376444463271 0.17546924589070084

a= 8
0.706429447928891 0.0
0.0 0.7881413269610422

a= 9
0.4699928071069687 0.04105406072774512
0.12263142097038325 0.6526066913560639

a= 10
0.8698306194541113 0.0
0.0 0.8750169232068874

a= 11
0.32281388566838803 0.0
0.0 1.0791290979137205

