num_removed,num_extinct,prop_removed,prop_remain,cancer,run_type,sim,run_name
6,128,0.4,0.7837837837837838,BRCA,by_module,312,by_module_312
7,140,0.4666666666666667,0.7635135135135135,BRCA,by_module,312,by_module_312
8,178,0.5333333333333333,0.6993243243243243,BRCA,by_module,312,by_module_312
9,192,0.6,0.6756756756756757,BRCA,by_module,312,by_module_312
10,219,0.6666666666666666,0.6300675675675675,BRCA,by_module,312,by_module_312
11,256,0.7333333333333333,0.5675675675675675,BRCA,by_module,312,by_module_312
12,377,0.8,0.36317567567567566,BRCA,by_module,312,by_module_312
13,512,0.8666666666666667,0.1351351351351351,BRCA,by_module,312,by_module_312
14,552,0.9333333333333333,0.06756756756756754,BRCA,by_module,312,by_module_312
15,592,1,0,BRCA,by_module,312,by_module_312
0,0,0,1,COAD,by_module,312,by_module_312
1,24,0.06666666666666667,0.9727582292849035,COAD,by_module,312,by_module_312
2,30,0.13333333333333333,0.9659477866061295,COAD,by_module,312,by_module_312
3,32,0.2,0.963677639046538,COAD,by_module,312,by_module_312
4,59,0.26666666666666666,0.9330306469920545,COAD,by_module,312,by_module_312
5,68,0.3333333333333333,0.9228149829738933,COAD,by_module,312,by_module_312
6,89,0.4,0.8989784335981839,COAD,by_module,312,by_module_312
7,116,0.4666666666666667,0.8683314415437003,COAD,by_module,312,by_module_312
8,164,0.5333333333333333,0.8138479001135074,COAD,by_module,312,by_module_312
9,210,0.6,0.7616345062429057,COAD,by_module,312,by_module_312
10,295,0.6666666666666666,0.6651532349602725,COAD,by_module,312,by_module_312
11,378,0.7333333333333333,0.5709421112372304,COAD,by_module,312,by_module_312
12,538,0.8,0.3893303064699205,COAD,by_module,312,by_module_312
13,653,0.8666666666666667,0.25879682179341656,COAD,by_module,312,by_module_312
14,775,0.9333333333333333,0.12031782065834284,COAD,by_module,312,by_module_312
15,881,1,0,COAD,by_module,312,by_module_312
0,0,0,1,HNSC,by_module,312,by_module_312
1,12,0.06666666666666667,0.985239852398524,HNSC,by_module,312,by_module_312
2,17,0.13333333333333333,0.9790897908979089,HNSC,by_module,312,by_module_312
3,25,0.2,0.9692496924969249,HNSC,by_module,312,by_module_312
4,29,0.26666666666666666,0.964329643296433,HNSC,by_module,312,by_module_312
5,44,0.3333333333333333,0.9458794587945879,HNSC,by_module,312,by_module_312
6,75,0.4,0.9077490774907749,HNSC,by_module,312,by_module_312
7,122,0.4666666666666667,0.8499384993849939,HNSC,by_module,312,by_module_312
8,132,0.5333333333333333,0.8376383763837638,HNSC,by_module,312,by_module_312
9,140,0.6,0.8277982779827798,HNSC,by_module,312,by_module_312
10,216,0.6666666666666666,0.7343173431734318,HNSC,by_module,312,by_module_312
11,247,0.7333333333333333,0.6961869618696187,HNSC,by_module,312,by_module_312
12,292,0.8,0.6408364083640836,HNSC,by_module,312,by_module_312
13,393,0.8666666666666667,0.5166051660516605,HNSC,by_module,312,by_module_312
14,588,0.9333333333333333,0.2767527675276753,HNSC,by_module,312,by_module_312
15,813,1,0,HNSC,by_module,312,by_module_312
0,0,0,1,KIRC,by_module,312,by_module_312
1,71,0.06666666666666667,0.9259645464025026,KIRC,by_module,312,by_module_312
2,77,0.13333333333333333,0.9197080291970803,KIRC,by_module,312,by_module_312
3,98,0.2,0.8978102189781022,KIRC,by_module,312,by_module_312
4,112,0.26666666666666666,0.8832116788321168,KIRC,by_module,312,by_module_312
5,120,0.3333333333333333,0.8748696558915536,KIRC,by_module,312,by_module_312
6,158,0.4,0.835245046923879,KIRC,by_module,312,by_module_312
7,272,0.4666666666666667,0.7163712200208551,KIRC,by_module,312,by_module_312
8,403,0.5333333333333333,0.5797705943691345,KIRC,by_module,312,by_module_312
9,456,0.6,0.5245046923879041,KIRC,by_module,312,by_module_312
10,518,0.6666666666666666,0.45985401459854014,KIRC,by_module,312,by_module_312
11,584,0.7333333333333333,0.39103232533889465,KIRC,by_module,312,by_module_312
12,723,0.8,0.24608967674661109,KIRC,by_module,312,by_module_312
13,823,0.8666666666666667,0.14181438998957252,KIRC,by_module,312,by_module_312
14,902,0.9333333333333333,0.05943691345151203,KIRC,by_module,312,by_module_312
15,959,1,0,KIRC,by_module,312,by_module_312
0,0,0,1,KIRP,by_module,312,by_module_312
1,20,0.06666666666666667,0.9809342230695901,KIRP,by_module,312,by_module_312
2,24,0.13333333333333333,0.9771210676835081,KIRP,by_module,312,by_module_312
3,29,0.2,0.9723546234509056,KIRP,by_module,312,by_module_312
4,35,0.26666666666666666,0.9666348903717826,KIRP,by_module,312,by_module_312
5,39,0.3333333333333333,0.9628217349857007,KIRP,by_module,312,by_module_312
6,48,0.4,0.9542421353670162,KIRP,by_module,312,by_module_312
7,65,0.4666666666666667,0.9380362249761678,KIRP,by_module,312,by_module_312
8,145,0.5333333333333333,0.8617731172545281,KIRP,by_module,312,by_module_312
9,267,0.6,0.7454718779790277,KIRP,by_module,312,by_module_312
10,280,0.6666666666666666,0.7330791229742613,KIRP,by_module,312,by_module_312
11,292,0.7333333333333333,0.7216396568160153,KIRP,by_module,312,by_module_312
12,447,0.8,0.5738798856053384,KIRP,by_module,312,by_module_312
13,594,0.8666666666666667,0.4337464251668256,KIRP,by_module,312,by_module_312
14,820,0.9333333333333333,0.21830314585319355,KIRP,by_module,312,by_module_312
15,1049,1,0,KIRP,by_module,312,by_module_312
0,0,0,1,LIHC,by_module,312,by_module_312
1,10,0.06666666666666667,0.9877149877149877,LIHC,by_module,312,by_module_312
2,37,0.13333333333333333,0.9545454545454546,LIHC,by_module,312,by_module_312
3,69,0.2,0.9152334152334153,LIHC,by_module,312,by_module_312
4,100,0.26666666666666666,0.8771498771498771,LIHC,by_module,312,by_module_312
5,175,0.3333333333333333,0.785012285012285,LIHC,by_module,312,by_module_312
6,185,0.4,0.7727272727272727,LIHC,by_module,312,by_module_312
7,229,0.4666666666666667,0.71867321867321865,LIHC,by_module,312,by_module_312
8,266,0.5333333333333333,0.6732186732186732,LIHC,by_module,312,by_module_312
9,300,0.6,0.6314496314496314,LIHC,by_module,312,by_module_312
10,460,0.6666666666666666,0.4348894348894349,LIHC,by_module,312,by_module_312
11,547,0.7333333333333333,0.32800982800982803,LIHC,by_module,312,by_module_312
12,610,0.8,0.2506142506142506,LIHC,by_module,312,by_module_312
13,720,0.8666666666666667,0.11547911547911549,LIHC,by_module,312,by_module_312
14,775,0.9333333333333333,0.04791154791154795,LIHC,by_module,312,by_module_312
15,814,1,0,LIHC,by_module,312,by_module_312
0,0,0,1,LUAD,by_module,312,by_module_312
1,65,0.06666666666666667,0.8985959438377535,LUAD,by_module,312,by_module_312
2,73,0.13333333333333333,0.8861154446177847,LUAD,by_module,312,by_module_312
3,90,0.2,0.859594383775351,LUAD,by_module,312,by_module_312
4,95,0.26666666666666666,0.8517940717628705,LUAD,by_module,312,by_module_312
5,105,0.3333333333333333,0.8361934477379095,LUAD,by_module,312,by_module_312
6,119,0.4,0.8143525741029641,LUAD,by_module,312,by_module_312
7,132,0.4666666666666667,0.7940717628705148,LUAD,by_module,312,by_module_312
8,158,0.5333333333333333,0.7535101404056163,LUAD,by_module,312,by_module_312
9,181,0.6,0.717628705148206,LUAD,by_module,312,by_module_312
10,297,0.6666666666666666,0.5366614664586584,LUAD,by_module,312,by_module_312
11,330,0.7333333333333333,0.48517940717628705,LUAD,by_module,312,by_module_312
12,405,0.8,0.3681747269890796,LUAD,by_module,312,by_module_312
13,515,0.8666666666666667,0.19656786271450855,LUAD,by_module,312,by_module_312
14,590,0.9333333333333333,0.0795631825273011,LUAD,by_module,312,by_module_312
15,641,1,0,LUAD,by_module,312,by_module_312
0,0,0,1,LUSC,by_module,312,by_module_312
1,51,0.06666666666666667,0.9108391608391608,LUSC,by_module,312,by_module_312
2,55,0.13333333333333333,0.9038461538461539,LUSC,by_module,312,by_module_312
3,66,0.2,0.8846153846153846,LUSC,by_module,312,by_module_312
4,73,0.26666666666666666,0.8723776223776224,LUSC,by_module,312,by_module_312
5,91,0.3333333333333333,0.8409090909090909,LUSC,by_module,312,by_module_312
6,103,0.4,0.8199300699300699,LUSC,by_module,312,by_module_312
7,118,0.4666666666666667,0.7937062937062938,LUSC,by_module,312,by_module_312
8,126,0.5333333333333333,0.7797202797202797,LUSC,by_module,312,by_module_312
9,130,0.6,0.7727272727272727,LUSC,by_module,312,by_module_312
10,213,0.6666666666666666,0.6276223776223776,LUSC,by_module,312,by_module_312
11,357,0.7333333333333333,0.37587412587412583,LUSC,by_module,312,by_module_312
12,415,0.8,0.2744755244755245,LUSC,by_module,312,by_module_312
13,467,0.8666666666666667,0.18356643356643354,LUSC,by_module,312,by_module_312
14,519,0.9333333333333333,0.09265734265734271,LUSC,by_module,312,by_module_312
15,572,1,0,LUSC,by_module,312,by_module_312
0,0,0,1,PRAD,by_module,312,by_module_312
1,20,0.06666666666666667,0.9764705882352941,PRAD,by_module,312,by_module_312
2,29,0.13333333333333333,0.9658823529411764,PRAD,by_module,312,by_module_312
3,65,0.2,0.9235294117647059,PRAD,by_module,312,by_module_312
4,66,0.26666666666666666,0.9223529411764706,PRAD,by_module,312,by_module_312
5,110,0.3333333333333333,0.8705882352941177,PRAD,by_module,312,by_module_312
6,160,0.4,0.8117647058823529,PRAD,by_module,312,by_module_312
7,178,0.4666666666666667,0.7905882352941176,PRAD,by_module,312,by_module_312
8,212,0.5333333333333333,0.7505882352941177,PRAD,by_module,312,by_module_312
9,313,0.6,0.631764705882353,PRAD,by_module,312,by_module_312
10,328,0.6666666666666666,0.6141176470588235,PRAD,by_module,312,by_module_312
11,360,0.7333333333333333,0.5764705882352941,PRAD,by_module,312,by_module_312
12,438,0.8,0.4847058823529412,PRAD,by_module,312,by_module_312
13,503,0.8666666666666667,0.40823529411764703,PRAD,by_module,312,by_module_312
14,668,0.9333333333333333,0.21411764705882352,PRAD,by_module,312,by_module_312
15,850,1,0,PRAD,by_module,312,by_module_312
0,0,0,1,STAD,by_module,312,by_module_312
1,14,0.06666666666666667,0.9817945383615084,STAD,by_module,312,by_module_312
2,19,0.13333333333333333,0.9752925877763329,STAD,by_module,312,by_module_312
3,24,0.2,0.9687906371911573,STAD,by_module,312,by_module_312
4,29,0.26666666666666666,0.9622886866059818,STAD,by_module,312,by_module_312
5,37,0.3333333333333333,0.951885565669701,STAD,by_module,312,by_module_312
6,56,0.4,0.9271781534460338,STAD,by_module,312,by_module_312
7,85,0.4666666666666667,0.8894668400520156,STAD,by_module,312,by_module_312
8,112,0.5333333333333333,0.8543563068920677,STAD,by_module,312,by_module_312
9,157,0.6,0.7958387516254877,STAD,by_module,312,by_module_312
10,270,0.6666666666666666,0.6488946684005201,STAD,by_module,312,by_module_312
11,326,0.7333333333333333,0.576072821846554,STAD,by_module,312,by_module_312
12,426,0.8,0.4460338101430429,STAD,by_module,312,by_module_312
13,535,0.8666666666666667,0.3042912873862159,STAD,by_module,312,by_module_312
14,658,0.9333333333333333,0.14434330299089726,STAD,by_module,312,by_module_312
15,769,1,0,STAD,by_module,312,by_module_312
0,0,0,1,THCA,by_module,312,by_module_312
1,20,0.06666666666666667,0.9801783944499505,THCA,by_module,312,by_module_312
2,27,0.13333333333333333,0.9732408325074331,THCA,by_module,312,by_module_312
3,36,0.2,0.9643211100099108,THCA,by_module,312,by_module_312
4,46,0.26666666666666666,0.9544103072348861,THCA,by_module,312,by_module_312
5,80,0.3333333333333333,0.9207135777998018,THCA,by_module,312,by_module_312
6,136,0.4,0.8652130822596631,THCA,by_module,312,by_module_312
7,212,0.4666666666666667,0.7898909811694748,THCA,by_module,312,by_module_312
8,243,0.5333333333333333,0.7591674925668979,THCA,by_module,312,by_module_312
9,351,0.6,0.6521308225966302,THCA,by_module,312,by_module_312
10,463,0.6666666666666666,0.5411298315163529,THCA,by_module,312,by_module_312
11,478,0.7333333333333333,0.5262636273538157,THCA,by_module,312,by_module_312
12,502,0.8,0.5024777006937562,THCA,by_module,312,by_module_312
13,652,0.8666666666666667,0.3538156590683845,THCA,by_module,312,by_module_312
14,866,0.9333333333333333,0.1417244796828543,THCA,by_module,312,by_module_312
15,1009,1,0,THCA,by_module,312,by_module_312
0,0,0,1,UCEC,by_module,312,by_module_312
1,32,0.06666666666666667,0.9602484472049689,UCEC,by_module,312,by_module_312
2,37,0.13333333333333333,0.9540372670807453,UCEC,by_module,312,by_module_312
3,41,0.2,0.9490683229813665,UCEC,by_module,312,by_module_312
4,47,0.26666666666666666,0.9416149068322981,UCEC,by_module,312,by_module_312
5,63,0.3333333333333333,0.9217391304347826,UCEC,by_module,312,by_module_312
6,97,0.4,0.8795031055900622,UCEC,by_module,312,by_module_312
7,202,0.4666666666666667,0.7490683229813664,UCEC,by_module,312,by_module_312
8,232,0.5333333333333333,0.7118012422360249,UCEC,by_module,312,by_module_312
9,283,0.6,0.648447204968944,UCEC,by_module,312,by_module_312
10,320,0.6666666666666666,0.6024844720496895,UCEC,by_module,312,by_module_312
11,483,0.7333333333333333,0.4,UCEC,by_module,312,by_module_312
12,507,0.8,0.3701863354037267,UCEC,by_module,312,by_module_312
13,613,0.8666666666666667,0.23850931677018639,UCEC,by_module,312,by_module_312
14,742,0.9333333333333333,0.07826086956521738,UCEC,by_module,312,by_module_312
15,805,1,0,UCEC,by_module,312,by_module_312
0,0,0,1,BRCA,by_module,132,by_module_132
1,18,0.06666666666666667,0.9695945945945946,BRCA,by_module,132,by_module_132
2,36,0.13333333333333333,0.9391891891891891,BRCA,by_module,132,by_module_132
3,51,0.2,0.9138513513513513,BRCA,by_module,132,by_module_132
4,85,0.26666666666666666,0.8564189189189189,BRCA,by_module,132,by_module_132
5,112,0.3333333333333333,0.8108108108108107,BRCA,by_module,132,by_module_132
6,124,0.4,0.7905405405405406,BRCA,by_module,132,by_module_132
7,162,0.4666666666666667,0.7263513513513513,BRCA,by_module,132,by_module_132
8,176,0.5333333333333333,0.7027027027027026,BRCA,by_module,132,by_module_132
9,192,0.6,0.6756756756756757,BRCA,by_module,132,by_module_132
10,219,0.6666666666666666,0.6300675675675675,BRCA,by_module,132,by_module_132
11,256,0.7333333333333333,0.5675675675675675,BRCA,by_module,132,by_module_132
12,377,0.8,0.36317567567567566,BRCA,by_module,132,by_module_132
13,512,0.8666666666666667,0.1351351351351351,BRCA,by_module,132,by_module_132
14,552,0.9333333333333333,0.06756756756756754,BRCA,by_module,132,by_module_132
15,592,1,0,BRCA,by_module,132,by_module_132
0,0,0,1,COAD,by_module,132,by_module_132
1,6,0.06666666666666667,0.9931895573212259,COAD,by_module,132,by_module_132
2,7,0.13333333333333333,0.9920544835414302,COAD,by_module,132,by_module_132
3,26,0.2,0.9704880817253121,COAD,by_module,132,by_module_132
4,35,0.26666666666666666,0.960272417707151,COAD,by_module,132,by_module_132
5,55,0.3333333333333333,0.9375709421112373,COAD,by_module,132,by_module_132
6,82,0.4,0.9069239500567536,COAD,by_module,132,by_module_132
7,130,0.4666666666666667,0.8524404086265607,COAD,by_module,132,by_module_132
8,176,0.5333333333333333,0.8002270147559591,COAD,by_module,132,by_module_132
9,210,0.6,0.7616345062429057,COAD,by_module,132,by_module_132
10,295,0.6666666666666666,0.6651532349602725,COAD,by_module,132,by_module_132
11,378,0.7333333333333333,0.5709421112372304,COAD,by_module,132,by_module_132
12,538,0.8,0.3893303064699205,COAD,by_module,132,by_module_132
13,653,0.8666666666666667,0.25879682179341656,COAD,by_module,132,by_module_132
14,775,0.9333333333333333,0.12031782065834284,COAD,by_module,132,by_module_132
15,881,1,0,COAD,by_module,132,by_module_132
0,0,0,1,HNSC,by_module,132,by_module_132
1,5,0.06666666666666667,0.993849938499385,HNSC,by_module,132,by_module_132
2,12,0.13333333333333333,0.985239852398524,HNSC,by_module,132,by_module_132
3,16,0.2,0.980319803198032,HNSC,by_module,132,by_module_132
4,31,0.26666666666666666,0.9618696186961869,HNSC,by_module,132,by_module_132
5,62,0.3333333333333333,0.923739237392374,HNSC,by_module,132,by_module_132
6,109,0.4,0.8659286592865929,HNSC,by_module,132,by_module_132
7,119,0.4666666666666667,0.8536285362853628,HNSC,by_module,132,by_module_132
8,127,0.5333333333333333,0.8437884378843789,HNSC,by_module,132,by_module_132
9,140,0.6,0.8277982779827798,HNSC,by_module,132,by_module_132
10,216,0.6666666666666666,0.7343173431734318,HNSC,by_module,132,by_module_132
11,247,0.7333333333333333,0.6961869618696187,HNSC,by_module,132,by_module_132
12,292,0.8,0.6408364083640836,HNSC,by_module,132,by_module_132
13,393,0.8666666666666667,0.5166051660516605,HNSC,by_module,132,by_module_132
14,588,0.9333333333333333,0.2767527675276753,HNSC,by_module,132,by_module_132
15,813,1,0,HNSC,by_module,132,by_module_132
0,0,0,1,KIRC,by_module,132,by_module_132
1,5,0.06666666666666667,0.9947862356621481,KIRC,by_module,132,by_module_132
2,23,0.13333333333333333,0.9760166840458812,KIRC,by_module,132,by_module_132
3,34,0.2,0.9645464025026069,KIRC,by_module,132,by_module_132
4,42,0.26666666666666666,0.9562043795620438,KIRC,by_module,132,by_module_132
5,73,0.3333333333333333,0.9238790406673618,KIRC,by_module,132,by_module_132
6,187,0.4,0.8050052137643379,KIRC,by_module,132,by_module_132
7,318,0.4666666666666667,0.6684045881126173,KIRC,by_module,132,by_module_132
8,342,0.5333333333333333,0.643378519290928,KIRC,by_module,132,by_module_132
9,456,0.6,0.5245046923879041,KIRC,by_module,132,by_module_132
10,518,0.6666666666666666,0.45985401459854014,KIRC,by_module,132,by_module_132
11,584,0.7333333333333333,0.39103232533889465,KIRC,by_module,132,by_module_132
12,723,0.8,0.24608967674661109,KIRC,by_module,132,by_module_132
13,823,0.8666666666666667,0.14181438998957252,KIRC,by_module,132,by_module_132
14,902,0.9333333333333333,0.05943691345151203,KIRC,by_module,132,by_module_132
15,959,1,0,KIRC,by_module,132,by_module_132
0,0,0,1,KIRP,by_module,132,by_module_132
1,3,0.06666666666666667,0.9971401334604385,KIRP,by_module,132,by_module_132
2,6,0.13333333333333333,0.994280266920877,KIRP,by_module,132,by_module_132
3,8,0.2,0.9923736892278361,KIRP,by_module,132,by_module_132
4,11,0.26666666666666666,0.9895138226882746,KIRP,by_module,132,by_module_132
5,20,0.3333333333333333,0.9809342230695901,KIRP,by_module,132,by_module_132
6,36,0.4,0.9656816015252622,KIRP,by_module,132,by_module_132
7,115,0.4666666666666667,0.8903717826501429,KIRP,by_module,132,by_module_132
8,237,0.5333333333333333,0.7740705433746425,KIRP,by_module,132,by_module_132
9,267,0.6,0.7454718779790277,KIRP,by_module,132,by_module_132
10,280,0.6666666666666666,0.7330791229742613,KIRP,by_module,132,by_module_132
11,292,0.7333333333333333,0.7216396568160153,KIRP,by_module,132,by_module_132
12,447,0.8,0.5738798856053384,KIRP,by_module,132,by_module_132
13,594,0.8666666666666667,0.4337464251668256,KIRP,by_module,132,by_module_132
14,820,0.9333333333333333,0.21830314585319355,KIRP,by_module,132,by_module_132
15,1049,1,0,KIRP,by_module,132,by_module_132
0,0,0,1,LIHC,by_module,132,by_module_132
1,27,0.06666666666666667,0.9668304668304668,LIHC,by_module,132,by_module_132
2,57,0.13333333333333333,0.9299754299754299,LIHC,by_module,132,by_module_132
3,88,0.2,0.8918918918918919,LIHC,by_module,132,by_module_132
4,163,0.26666666666666666,0.7997542997542998,LIHC,by_module,132,by_module_132
5,173,0.3333333333333333,0.7874692874692875,LIHC,by_module,132,by_module_132
6,214,0.4,0.7371007371007371,LIHC,by_module,132,by_module_132
7,250,0.4666666666666667,0.6928746928746929,LIHC,by_module,132,by_module_132
8,283,0.5333333333333333,0.6523341523341524,LIHC,by_module,132,by_module_132
9,300,0.6,0.6314496314496314,LIHC,by_module,132,by_module_132
10,460,0.6666666666666666,0.4348894348894349,LIHC,by_module,132,by_module_132
11,547,0.7333333333333333,0.32800982800982803,LIHC,by_module,132,by_module_132
12,610,0.8,0.2506142506142506,LIHC,by_module,132,by_module_132
13,720,0.8666666666666667,0.11547911547911549,LIHC,by_module,132,by_module_132
14,775,0.9333333333333333,0.04791154791154795,LIHC,by_module,132,by_module_132
15,814,1,0,LIHC,by_module,132,by_module_132
0,0,0,1,LUAD,by_module,132,by_module_132
1,7,0.06666666666666667,0.9890795631825273,LUAD,by_module,132,by_module_132
2,24,0.13333333333333333,0.9625585023400935,LUAD,by_module,132,by_module_132
3,28,0.2,0.9563182527301092,LUAD,by_module,132,by_module_132
4,36,0.26666666666666666,0.9438377535101404,LUAD,by_module,132,by_module_132
5,49,0.3333333333333333,0.9235569422776911,LUAD,by_module,132,by_module_132
6,62,0.4,0.9032761310452418,LUAD,by_module,132,by_module_132
7,88,0.4666666666666667,0.8627145085803432,LUAD,by_module,132,by_module_132
8,111,0.5333333333333333,0.8268330733229329,LUAD,by_module,132,by_module_132
9,181,0.6,0.717628705148206,LUAD,by_module,132,by_module_132
10,297,0.6666666666666666,0.5366614664586584,LUAD,by_module,132,by_module_132
11,330,0.7333333333333333,0.48517940717628705,LUAD,by_module,132,by_module_132
12,405,0.8,0.3681747269890796,LUAD,by_module,132,by_module_132
13,515,0.8666666666666667,0.19656786271450855,LUAD,by_module,132,by_module_132
14,590,0.9333333333333333,0.0795631825273011,LUAD,by_module,132,by_module_132
15,641,1,0,LUAD,by_module,132,by_module_132
0,0,0,1,LUSC,by_module,132,by_module_132
1,4,0.06666666666666667,0.993006993006993,LUSC,by_module,132,by_module_132
2,15,0.13333333333333333,0.9737762237762237,LUSC,by_module,132,by_module_132
3,21,0.2,0.9632867132867133,LUSC,by_module,132,by_module_132
4,38,0.26666666666666666,0.9335664335664335,LUSC,by_module,132,by_module_132
5,49,0.3333333333333333,0.9143356643356644,LUSC,by_module,132,by_module_132
6,64,0.4,0.8881118881118881,LUSC,by_module,132,by_module_132
7,72,0.4666666666666667,0.8741258741258742,LUSC,by_module,132,by_module_132
8,76,0.5333333333333333,0.8671328671328671,LUSC,by_module,132,by_module_132
9,130,0.6,0.7727272727272727,LUSC,by_module,132,by_module_132
10,213,0.6666666666666666,0.6276223776223776,LUSC,by_module,132,by_module_132
11,357,0.7333333333333333,0.37587412587412583,LUSC,by_module,132,by_module_132
12,415,0.8,0.2744755244755245,LUSC,by_module,132,by_module_132
13,467,0.8666666666666667,0.18356643356643354,LUSC,by_module,132,by_module_132
14,519,0.9333333333333333,0.09265734265734271,LUSC,by_module,132,by_module_132
15,572,1,0,LUSC,by_module,132,by_module_132
0,0,0,1,PRAD,by_module,132,by_module_132
1,9,0.06666666666666667,0.9894117647058823,PRAD,by_module,132,by_module_132
2,45,0.13333333333333333,0.9470588235294117,PRAD,by_module,132,by_module_132
3,46,0.2,0.9458823529411765,PRAD,by_module,132,by_module_132
4,90,0.26666666666666666,0.8941176470588236,PRAD,by_module,132,by_module_132
5,140,0.3333333333333333,0.8352941176470589,PRAD,by_module,132,by_module_132
6,158,0.4,0.8141176470588235,PRAD,by_module,132,by_module_132
7,192,0.4666666666666667,0.7741176470588236,PRAD,by_module,132,by_module_132
8,293,0.5333333333333333,0.6552941176470588,PRAD,by_module,132,by_module_132
9,313,0.6,0.631764705882353,PRAD,by_module,132,by_module_132
10,328,0.6666666666666666,0.6141176470588235,PRAD,by_module,132,by_module_132
11,360,0.7333333333333333,0.5764705882352941,PRAD,by_module,132,by_module_132
12,438,0.8,0.4847058823529412,PRAD,by_module,132,by_module_132
13,503,0.8666666666666667,0.40823529411764703,PRAD,by_module,132,by_module_132
14,668,0.9333333333333333,0.21411764705882352,PRAD,by_module,132,by_module_132
15,850,1,0,PRAD,by_module,132,by_module_132
0,0,0,1,STAD,by_module,132,by_module_132
1,4,0.06666666666666667,0.9947984395318595,STAD,by_module,132,by_module_132
2,9,0.13333333333333333,0.988296488946684,STAD,by_module,132,by_module_132
3,14,0.2,0.9817945383615084,STAD,by_module,132,by_module_132
4,21,0.26666666666666666,0.9726918075422627,STAD,by_module,132,by_module_132
5,40,0.3333333333333333,0.9479843953185956,STAD,by_module,132,by_module_132
6,69,0.4,0.9102730819245773,STAD,by_module,132,by_module_132
7,96,0.4666666666666667,0.8751625487646294,STAD,by_module,132,by_module_132
8,139,0.5333333333333333,0.8192457737321196,STAD,by_module,132,by_module_132
9,157,0.6,0.7958387516254877,STAD,by_module,132,by_module_132
10,270,0.6666666666666666,0.6488946684005201,STAD,by_module,132,by_module_132
11,326,0.7333333333333333,0.576072821846554,STAD,by_module,132,by_module_132
12,426,0.8,0.4460338101430429,STAD,by_module,132,by_module_132
13,535,0.8666666666666667,0.3042912873862159,STAD,by_module,132,by_module_132
14,658,0.9333333333333333,0.14434330299089726,STAD,by_module,132,by_module_132
15,769,1,0,STAD,by_module,132,by_module_132
0,0,0,1,THCA,by_module,132,by_module_132
1,2,0.06666666666666667,0.998017839444995,THCA,by_module,132,by_module_132
2,9,0.13333333333333333,0.9910802775024777,THCA,by_module,132,by_module_132
3,18,0.2,0.9821605550049554,THCA,by_module,132,by_module_132
4,36,0.26666666666666666,0.9643211100099108,THCA,by_module,132,by_module_132
5,88,0.3333333333333333,0.9127849355797819,THCA,by_module,132,by_module_132
6,163,0.4,0.8384539147670962,THCA,by_module,132,by_module_132
7,194,0.4666666666666667,0.8077304261645193,THCA,by_module,132,by_module_132
8,302,0.5333333333333333,0.7006937561942517,THCA,by_module,132,by_module_132
9,351,0.6,0.6521308225966302,THCA,by_module,132,by_module_132
10,463,0.6666666666666666,0.5411298315163529,THCA,by_module,132,by_module_132
11,478,0.7333333333333333,0.5262636273538157,THCA,by_module,132,by_module_132
12,502,0.8,0.5024777006937562,THCA,by_module,132,by_module_132
13,652,0.8666666666666667,0.3538156590683845,THCA,by_module,132,by_module_132
14,866,0.9333333333333333,0.1417244796828543,THCA,by_module,132,by_module_132
15,1009,1,0,THCA,by_module,132,by_module_132
0,0,0,1,UCEC,by_module,132,by_module_132
1,5,0.06666666666666667,0.9937888198757764,UCEC,by_module,132,by_module_132
2,9,0.13333333333333333,0.9888198757763975,UCEC,by_module,132,by_module_132
3,15,0.2,0.9813664596273292,UCEC,by_module,132,by_module_132
4,31,0.26666666666666666,0.9614906832298137,UCEC,by_module,132,by_module_132
5,65,0.3333333333333333,0.9192546583850931,UCEC,by_module,132,by_module_132
6,170,0.4,0.7888198757763976,UCEC,by_module,132,by_module_132
7,200,0.4666666666666667,0.7515527950310559,UCEC,by_module,132,by_module_132
8,250,0.5333333333333333,0.68944099378882,UCEC,by_module,132,by_module_132
9,283,0.6,0.648447204968944,UCEC,by_module,132,by_module_132
10,320,0.6666666666666666,0.6024844720496895,UCEC,by_module,132,by_module_132
11,483,0.7333333333333333,0.4,UCEC,by_module,132,by_module_132
12,507,0.8,0.3701863354037267,UCEC,by_module,132,by_module_132
13,613,0.8666666666666667,0.23850931677018639,UCEC,by_module,132,by_module_132
14,742,0.9333333333333333,0.07826086956521738,UCEC,by_module,132,by_module_132
15,805,1,0,UCEC,by_module,132,by_module_132
0,0,0,1,BRCA,by_module,213,by_module_213
1,24,0.06666666666666667,0.9594594594594594,BRCA,by_module,213,by_module_213
2,43,0.13333333333333333,0.9273648648648649,BRCA,by_module,213,by_module_213
3,106,0.2,0.8209459459459459,BRCA,by_module,213,by_module_213
4,181,0.26666666666666666,0.6942567567567568,BRCA,by_module,213,by_module_213
5,217,0.3333333333333333,0.6334459459459459,BRCA,by_module,213,by_module_213
6,253,0.4,0.5726351351351351,BRCA,by_module,213,by_module_213
7,308,0.4666666666666667,0.4797297297297297,BRCA,by_module,213,by_module_213
8,328,0.5333333333333333,0.44594594594594594,BRCA,by_module,213,by_module_213
9,343,0.6,0.4206081081081081,BRCA,by_module,213,by_module_213
10,377,0.6666666666666666,0.36317567567567566,BRCA,by_module,213,by_module_213
11,405,0.7333333333333333,0.3158783783783784,BRCA,by_module,213,by_module_213
12,426,0.8,0.2804054054054054,BRCA,by_module,213,by_module_213
