"Chap","Prot","DB","evidence","weight"
"DNAJC19","OXA1L","local","coexpression",1
"DNAJC19","SLC25A46","local","coexpression",1
"DNAJC19","RDH14","local","coexpression",1
"DNAJC19","C14ORF2","local","coexpression",1
"DNAJC19","COASY","local","coexpression",1
"DNAJC19","CISD3","local","coexpression",1
"DNAJC19","GSTZ1","local","coexpression",1
"DNAJC19","GLOD4","local","coexpression",1
"DNAJC19","ACAA1","local","coexpression",1
"DNAJC19","COX19","local","coexpression",1
"DNAJC19","AMT","local","coexpression",1
"DNAJC19","NLN","local","coexpression",1
"DNAJC19","BOLA1","local","coexpression",1
"DNAJC19","ALDH7A1","local","coexpression",1
"DNAJC19","HDHD5","local","coexpression",1
"DNAJC19","GFER","local","coexpression",1
"DNAJC19","IMMP2L","local","coexpression",1
"DNAJC19","COX4I2","local","coexpression",1
"DNAJC19","MRPL39","local","coexpression",1
"DNAJC19","AADAT","local","coexpression",1
"DNAJC19","FUNDC2","local","coexpression",1
"DNAJC19","LYPLA1","local","coexpression",1
"DNAJC19","MTRF1L","local","coexpression",1
"DNAJC19","GTPBP3","local","coexpression",1
"DNAJC19","MTHFD2L","local","coexpression",1
"DNAJC19","ACOT2","local","coexpression",1
"DNAJC19","APOPT1","local","coexpression",1
"DNAJC19","MMAB","local","coexpression",1
"DNAJC19","PPOX","local","coexpression",1
"DNAJC19","SIRT3","local","coexpression",1
"DNAJC19","LDHD","local","coexpression",1
"DNAJC19","MRPL45","local","coexpression",1
"DNAJC19","C12ORF65","local","coexpression",1
"DNAJC19","IMMP1L","local","coexpression",1
"DNAJC19","ATPAF1","local","coexpression",1
"DNAJC19","BLOC1S1","local","coexpression",1
"DNAJC19","COX18","local","coexpression",1
"DNAJC19","CPOX","local","coexpression",1
"DNAJC19","NDUFAF8","local","coexpression",1
"DNAJC19","ATP23","local","coexpression",1
"DNAJC19","DCAKD","local","coexpression",1
"DNAJC19","ATP5J2","local","coexpression",1
"DNAJC19","DIABLO","local","coexpression",1
"DNAJC19","PXMP2","local","coexpression",1
"DNAJC19","GLS2","local","coexpression",1
"DNAJC19","APOO","local","coexpression",1
"DNAJC19","C5ORF63","local","coexpression",1
"DNAJC19","HOGA1","local","coexpression",1
"DNAJC19","TTC19","local","coexpression",1
"DNAJC19","TCAIM","local","coexpression",1
"DNAJC19","GCSH","local","coexpression",1
"DNAJC19","SIRT5","local","coexpression",1
"DNAJC19","FAM162A","local","coexpression",1
"DNAJC19","ABCB6","local","coexpression",1
"DNAJC19","MACROD1","local","coexpression",1
"DNAJC19","MTFR1L","local","coexpression",1
"DNAJC19","SDR39U1","local","coexpression",1
"DNAJC19","SLC25A14","local","coexpression",1
"DNAJC19","SLC25A17","local","coexpression",1
"DNAJC19","CHCHD5","local","coexpression",1
"DNAJC19","TOMM70","local","coexpression",1
"DNAJC19","NIT1","local","coexpression",1
"DNAJC19","FAHD1","local","coexpression",1
"DNAJC19","MDH1","local","coexpression",1
"DNAJC19","FASTKD1","local","coexpression",1
"DNAJC19","MRPS31","local","coexpression",1
"DNAJC19","ALDH1L1","local","coexpression",1
"DNAJC19","PTCD1","local","coexpression",1
"DNAJC19","HADHB","local","coexpression",1
"DNAJC19","TRIT1","local","coexpression",1
"DNAJC19","CRLS1","local","coexpression",1
"DNAJC19","GLYCTK","local","coexpression",1
"DNAJC19","SLC25A32","local","coexpression",1
"DNAJC19","CHCHD2","local","coexpression",1
"DNAJC19","CPT1B","local","coexpression",1
"DNAJC19","ME1","local","coexpression",1
"DNAJC19","FIS1","local","coexpression",1
"DNAJC19","PRELID1","local","coexpression",1
"DNAJC19","SLC25A27","local","coexpression",1
"DNAJC19","SLC25A40","local","coexpression",1
"DNAJC19","SLC25A23","local","coexpression",1
"DNAJC19","HEMK1","local","coexpression",1
"DNAJC19","SLC25A36","local","coexpression",1
"DNAJC19","OMA1","local","coexpression",1
"DNAJC19","METTL5","local","coexpression",1
"DNAJC19","NUDT8","local","coexpression",1
"DNAJC19","NMNAT3","local","coexpression",1
"DNAJC19","SLC25A38","local","coexpression",1
"DNAJC19","MPV17L2","local","coexpression",1
"DNAJC19","FLAD1","local","coexpression",1
"DNAJC19","LIPT1","local","coexpression",1
"DNAJC19","PCK2","local","coexpression",1
"DNAJC19","NADK2","local","coexpression",1
"DNAJC19","NUDT13","local","coexpression",1
"DNAJC19","ALDH5A1","local","coexpression",1
"DNAJC19","PISD","local","coexpression",1
"DNAJC19","NDUFB4","local","coexpression",1
"DNAJC19","UQCR11","local","coexpression",1
"DNAJC19","FAM136A","local","coexpression",1
"DNAJC19","TOMM5","local","coexpression",1
"DNAJC19","GPI","local","coexpression",1
"DNAJC19","NDUFA1","local","coexpression",1
"DNAJC19","GUK1","local","coexpression",1
"DNAJC19","D2HGDH","local","coexpression",1
"DNAJC19","AKR1B10","local","coexpression",1
"DNAJC19","PHYH","local","coexpression",1
"DNAJC19","NDUFAF2","local","coexpression",1
"DNAJC19","ECSIT","local","coexpression",1
"DNAJC19","PARL","local","coexpression",1
"DNAJC19","MRPL42","local","coexpression",1
"DNAJC19","DNAJC4","local","coexpression",1
"DNAJC19","PAM16","local","coexpression",1
"DNAJC19","ALDH3A2","local","coexpression",1
"DNAJC19","ACSL6","local","coexpression",1
"DNAJC19","TYSND1","local","coexpression",1
"DNAJC19","MRS2","local","coexpression",1
"DNAJC19","ABHD10","local","coexpression",1
"DNAJC19","PXMP4","local","coexpression",1
"DNAJC19","OSGEPL1","local","coexpression",1
"DNAJC19","NUDT2","local","coexpression",1
"DNAJC19","CYB5B","local","coexpression",1
"DNAJC19","GRSF1","local","coexpression",1
"DNAJC19","MRPS18B","local","coexpression",1
"DNAJC19","DNAJC30","local","coexpression",1
"DNAJC19","CAT","local","coexpression",1
"DNAJC19","DGUOK","local","coexpression",1
"DNAJC19","ACSS1","local","coexpression",1
"DNAJC19","RFK","local","coexpression",1
"DNAJC19","STARD7","local","coexpression",1
"DNAJC19","CHPT1","local","coexpression",1
"DNAJC19","TIMMDC1","local","coexpression",1
"DNAJC19","HTATIP2","local","coexpression",1
"DNAJC19","AKR7A2","local","coexpression",1
"DNAJC19","DUT","local","coexpression",1
"DNAJC19","DHRS7B","local","coexpression",1
"DNAJC19","MTRF1","local","coexpression",1
"DNAJC19","TMEM143","local","coexpression",1
"DNAJC19","NT5M","local","coexpression",1
"DNAJC19","RHOT1","local","coexpression",1
"DNAJC19","NME4","local","coexpression",1
"DNAJC19","MTHFS","local","coexpression",1
"DNAJC19","TIMM29","local","coexpression",1
"DNAJC19","IDH1","local","coexpression",1
"DNAJC19","MICU2","local","coexpression",1
"DNAJC19","PCBD2","local","coexpression",1
"DNAJC19","QRSL1","local","coexpression",1
"DNAJC19","ADCK1","local","coexpression",1
"DNAJC19","PRDX6","local","coexpression",1
"DNAJC19","NIPSNAP1","local","coexpression",1
"DNAJC19","SLC25A33","local","coexpression",1
"DNAJC19","DHRSX","local","coexpression",1
"DNAJC19","LYRM9","local","coexpression",1
"DNAJC19","RAB24","local","coexpression",1
"DNAJC19","PARS2","local","coexpression",1
"DNAJC19","MRPL52","local","coexpression",1
"DNAJC19","PUS1","local","coexpression",1
"DNAJC19","NAXD","local","coexpression",1
"DNAJC19","MT-ND3","local","coexpression",1
"DNAJC19","ACCS","local","coexpression",1
"DNAJC19","PTRH2","local","coexpression",1
"DNAJC19","PGS1","local","coexpression",1
"DNAJC19","LYPLAL1","local","coexpression",1
"DNAJC19","DNAJC28","local","coexpression",1
"DNAJC19","GSTO1","local","coexpression",1
"DNAJC19","TMEM205","local","coexpression",1
"DNAJC19","AIFM3","local","coexpression",1
"DNAJC19","MGST1","local","coexpression",1
"DNAJC19","ABCA13","local","coexpression",1
"DNAJC19","COA4","local","coexpression",1
"DNAJC19","NIF3L1","local","coexpression",1
"DNAJC19","SDSL","local","coexpression",1
"DNAJC19","BAX","local","coexpression",1
"DNAJC19","METTL17","local","coexpression",1
"DNAJC19","MTPAP","local","coexpression",1
"DNAJC19","CCDC51","local","coexpression",1
"DNAJC19","DNM1L","local","coexpression",1
"DNAJC19","TMEM126B","local","coexpression",1
"DNAJC19","RBFA","local","coexpression",1
"DNAJC19","CISD2","local","coexpression",1
"DNAJC19","METAP1D","local","coexpression",1
"DNAJC19","NIPSNAP3A","local","coexpression",1
"DNAJC19","MTARC1","local","coexpression",1
"DNAJC19","FUNDC1","local","coexpression",1
"DNAJC19","COX20","local","coexpression",1
"DNAJC19","HSDL1","local","coexpression",1
"DNAJC19","CBR3","local","coexpression",1
"DNAJC19","MTERF4","local","coexpression",1
"DNAJC19","NUDT19","local","coexpression",1
"DNAJC19","HEBP1","local","coexpression",1
"DNAJC19","PTPMT1","local","coexpression",1
"DNAJC19","DTYMK","local","coexpression",1
"DNAJC19","KARS","local","coexpression",1
"DNAJC19","HMBS","local","coexpression",1
"DNAJC19","COX7A2L","local","coexpression",1
"DNAJC19","MTERF3","local","coexpression",1
"DNAJC19","SFXN2","local","coexpression",1
"DNAJC19","TMEM177","local","coexpression",1
"DNAJC19","TXNRD1","local","coexpression",1
"DNAJC19","THNSL1","local","coexpression",1
"DNAJC19","SLC37A4","local","coexpression",1
"DNAJC19","FDPS","local","coexpression",1
"DNAJC19","TRMT10C","local","coexpression",1
"DNAJC19","TFB1M","local","coexpression",1
"DNAJC19","ARF5","local","coexpression",1
"DNAJC19","MMADHC","local","coexpression",1
"DNAJC19","ALKBH3","local","coexpression",1
"DNAJC19","PYCR2","local","coexpression",1
"DNAJC19","RPS18","local","coexpression",1
"DNAJC19","TSTD1","local","coexpression",1
"DNAJC19","RDH11","local","coexpression",1
"DNAJC19","LYRM1","local","coexpression",1
"DNAJC19","RECQL4","local","coexpression",1
"DNAJC19","PET100","local","coexpression",1
"DNAJC19","MTIF3","local","coexpression",1
"DNAJC19","UNG","local","coexpression",1
"DNAJC19","GLYAT","local","coexpression",1
"DNAJC19","SHMT1","local","coexpression",1
"DNAJC19","ISOC2","local","coexpression",1
"DNAJC19","PTS","local","coexpression",1
"DNAJC19","PPWD1","local","coexpression",1
"DNAJC19","ATP5G1","local","coexpression",1
"DNAJC19","SLC16A11","local","coexpression",1
"DNAJC19","QDPR","local","coexpression",1
"DNAJC19","ABCB9","local","coexpression",1
"DNAJC19","COQ8B","local","coexpression",1
"DNAJC19","GTPBP10","local","coexpression",1
"DNAJC19","TRMT1","local","coexpression",1
"DNAJC19","PSMA6","local","coexpression",1
"DNAJC19","ADCK2","local","coexpression",1
"DNAJC19","TSTD3","local","coexpression",1
"DNAJC19","MRPS36","local","coexpression",1
"DNAJC19","PDP2","local","coexpression",1
"DNAJC19","MCRIP2","local","coexpression",1
"DNAJC19","SLC25A28","local","coexpression",1
"DNAJC19","SLC25A43","local","coexpression",1
"DNAJC19","SLC25A41","local","coexpression",1
"DNAJC19","SLC25A34","local","coexpression",1
"DNAJC19","MLH1","local","coexpression",1
"DNAJC19","EEFSEC","local","coexpression",1
"DNAJC19","EPHX2","local","coexpression",1
"DNAJC19","NUDT5","local","coexpression",1
"DNAJC19","SOD1","local","coexpression",1
"DNAJC19","SERHL2","local","coexpression",1
"DNAJC19","NDUFAF3","local","coexpression",1
"DNAJC19","BOLA3","local","coexpression",1
"DNAJC19","OCIAD2","local","coexpression",1
"DNAJC19","RSAD1","local","coexpression",1
"DNAJC19","NCEH1","local","coexpression",1
"DNAJC19","CHCHD6","local","coexpression",1
"DNAJC19","FASTKD2","local","coexpression",1
"DNAJC19","TMEM186","local","coexpression",1
"DNAJC19","CYB5A","local","coexpression",1
"DNAJC19","PIF1","local","coexpression",1
"DNAJC19","PLPBP","local","coexpression",1
"DNAJC19","STOML1","local","coexpression",1
"DNAJC19","DBI","local","coexpression",1
"DNAJC19","PNPT1","local","coexpression",1
"DNAJC19","TMBIM4","local","coexpression",1
"DNAJC19","C15ORF40","local","coexpression",1
"DNAJC19","RNASEH1","local","coexpression",1
"DNAJC19","LDHB","local","coexpression",1
"DNAJC19","YBEY","local","coexpression",1
"DNAJC19","HINT1","local","coexpression",1
"DNAJC19","BID","local","coexpression",1
"DNAJC19","ARL2","local","coexpression",1
"DNAJC19","MFF","local","coexpression",1
"DNAJC19","DCXR","local","coexpression",1
"DNAJC19","NUDT9","local","coexpression",1
"DNAJC19","NUDT6","local","coexpression",1
"DNAJC19","DMAC2","local","coexpression",1
"DNAJC19","MRM2","local","coexpression",1
"DNAJC19","DHODH","local","coexpression",1
"DNAJC19","MAOB","local","coexpression",1
"DNAJC19","MGST3","local","coexpression",1
"DNAJC19","ACP6","local","coexpression",1
"DNAJC19","MRPL48","local","coexpression",1
"DNAJC19","DDX28","local","coexpression",1
"DNAJC19","BNIP3","local","coexpression",1
"DNAJC19","MUTYH","local","coexpression",1
"DNAJC19","GTPBP6","local","coexpression",1
"DNAJC19","OCIAD1","local","coexpression",1
"DNAJC19","METTL8","local","coexpression",1
"DNAJC19","FOXRED1","local","coexpression",1
"DNAJC19","TFB2M","local","coexpression",1
"DNAJC19","ATP5G2","local","coexpression",1
"DNAJC19","NIPSNAP3B","local","coexpression",1
"DNAJC19","NTHL1","local","coexpression",1
"DNAJC19","SFXN4","local","coexpression",1
"DNAJC19","OGG1","local","coexpression",1
"DNAJC19","QTRT1","local","coexpression",1
"DNAJC19","AIFM2","local","coexpression",1
"DNAJC19","PRDX2","local","coexpression",1
"DNAJC19","ATP5S","local","coexpression",1
"DNAJC19","FAM213A","local","coexpression",1
"DNAJC19","USMG5","local","coexpression",1
"DNAJC19","PET117","local","coexpression",1
"DNAJC19","C15ORF61","local","coexpression",1
"DNAJC19","MMACHC","local","coexpression",1
"DNAJC19","RPS15A","local","coexpression",1
"DNAJC19","PYCR1","local","coexpression",1
"DNAJC19","RPL10A","local","coexpression",1
"DNAJC19","TMLHE","local","coexpression",1
"DNAJC19","TOMM20","local","coexpression",1
"DNAJC19","RPS14","local","coexpression",1
"DNAJC19","COA7","local","coexpression",1
"DNAJC19","SCCPDH","local","coexpression",1
"DNAJC19","FASTKD5","local","coexpression",1
"DNAJC19","PARK7","local","coexpression",1
"DNAJC19","RARS","local","coexpression",1
"DNAJC19","COA1","local","coexpression",1
"DNAJC19","SIRT4","local","coexpression",1
"DNAJC19","UQCC2","local","coexpression",1
"DNAJC19","NME3","local","coexpression",1
"DNAJC19","FASTK","local","coexpression",1
"DNAJC19","ACYP2","local","coexpression",1
"DNAJC19","TRUB2","local","coexpression",1
"DNAJC19","COMTD1","local","coexpression",1
"DNAJC19","C3ORF33","local","coexpression",1
"DNAJC19","ANGEL2","local","coexpression",1
"DNAJC19","CCT7","local","coexpression",1
"DNAJC19","PAICS","local","coexpression",1
"DNAJC19","HDHD3","local","coexpression",1
"DNAJC19","PSTK","local","coexpression",1
"DNAJC19","ATIC","local","coexpression",1
"DNAJC19","RCC1L","local","coexpression",1
"DNAJC19","FAM185A","local","coexpression",1
"DNAJC19","TXNDC12","local","coexpression",1
"DNAJC19","TDRKH","local","coexpression",1
"DNAJC19","POLG2","local","coexpression",1
"DNAJC19","SLC30A6","local","coexpression",1
"DNAJC19","MTERF1","local","coexpression",1
"DNAJC19","GPX4","local","coexpression",1
"DNAJC19","C12ORF10","local","coexpression",1
"DNAJC19","SPATA20","local","coexpression",1
"DNAJC19","GNG5","local","coexpression",1
"DNAJC19","CCDC127","local","coexpression",1
"DNAJC19","MGME1","local","coexpression",1
"DNAJC19","EMC2","local","coexpression",1
"DNAJC19","C20ORF24","local","coexpression",1
"DNAJC19","NT5C","local","coexpression",1
"DNAJC19","AGK","local","coexpression",1
"DNAJC19","TOMM34","local","coexpression",1
"DNAJC19","NDUFB1","local","coexpression",1
"DNAJC19","ATP5J2-PTCD1","local","coexpression",1
"DNAJC19","CASP8","local","coexpression",1
"DNAJC19","RPL35A","local","coexpression",1
"DNAJC19","ARMC10","local","coexpression",1
"DNAJC19","CDC25C","local","coexpression",1
"DNAJC19","CYB5R2","local","coexpression",1
"DNAJC19","PREPL","local","coexpression",1
"DNAJC19","FASTKD3","local","coexpression",1
"DNAJC19","NUCB2","local","coexpression",1
"DNAJC19","RCN2","local","coexpression",1
"DNAJC19","SETD9","local","coexpression",1
"DNAJC19","RPIA","local","coexpression",1
"DNAJC19","BAD","local","coexpression",1
"DNAJC19","DNA2","local","coexpression",1
"DNAJC19","PICK1","local","coexpression",1
"DNAJC19","PAK5","local","coexpression",1
"DNAJC19","NSUN3","local","coexpression",1
"DNAJC19","TRMT61B","local","coexpression",1
"DNAJC19","PLGRKT","local","coexpression",1
"DNAJC19","RPL34","local","coexpression",1
"DNAJC19","MTCP1","local","coexpression",1
"DNAJC19","TRMT11","local","coexpression",1
"GRPEL2","SDHB","local","coexpression",1
"GRPEL2","COQ7","local","coexpression",1
"GRPEL2","COQ5","local","coexpression",1
"GRPEL2","PDHA1","local","coexpression",1
"GRPEL2","COQ9","local","coexpression",1
"GRPEL2","COX5A","local","coexpression",1
"GRPEL2","PMPCB","local","coexpression",1
"GRPEL2","UQCRFS1","local","coexpression",1
"GRPEL2","ATP5A1","local","coexpression",1
"GRPEL2","PDHB","local","coexpression",1
"GRPEL2","UQCRC2","local","coexpression",1
"GRPEL2","SDHD","local","coexpression",1
"GRPEL2","MRPS35","local","coexpression",1
"GRPEL2","UQCRQ","local","coexpression",1
"GRPEL2","MRPL53","local","coexpression",1
"GRPEL2","DBT","local","coexpression",1
"GRPEL2","MRPS27","local","coexpression",1
"GRPEL2","CS","local","coexpression",1
"GRPEL2","GRPEL1","local","coexpression",1
"GRPEL2","DLAT","local","coexpression",1
"GRPEL2","LRPPRC","local","coexpression",1
"GRPEL2","PDHX","local","coexpression",1
"GRPEL2","GFM1","local","coexpression",1
"GRPEL2","MPC2","local","coexpression",1
"GRPEL2","NDUFS1","local","coexpression",1
"GRPEL2","MRPL46","local","coexpression",1
"GRPEL2","SLC25A3","local","coexpression",1
"GRPEL2","MRPS23","local","coexpression",1
"GRPEL2","FH","local","coexpression",1
"GRPEL2","ATP5B","local","coexpression",1
"GRPEL2","ISCA1","local","coexpression",1
"GRPEL2","SUCLA2","local","coexpression",1
"GRPEL2","COQ3","local","coexpression",1
"GRPEL2","IARS2","local","coexpression",1
"GRPEL2","IDH3A","local","coexpression",1
"GRPEL2","COX11","local","coexpression",1
"GRPEL2","ETFDH","local","coexpression",1
"GRPEL2","TIMM10","local","coexpression",1
"GRPEL2","UQCRH","local","coexpression",1
"GRPEL2","ATP5O","local","coexpression",1
"GRPEL2","LETMD1","local","coexpression",1
"GRPEL2","COX15","local","coexpression",1
"GRPEL2","ETFA","local","coexpression",1
"GRPEL2","CPT2","local","coexpression",1
"GRPEL2","BCKDHB","local","coexpression",1
"GRPEL2","LARS2","local","coexpression",1
"GRPEL2","LETM1","local","coexpression",1
"GRPEL2","OPA1","local","coexpression",1
"GRPEL2","AUH","local","coexpression",1
"GRPEL2","SUCLG1","local","coexpression",1
"GRPEL2","NDUFV2","local","coexpression",1
"GRPEL2","COQ6","local","coexpression",1
"GRPEL2","ATP5J","local","coexpression",1
"GRPEL2","DLD","local","coexpression",1
"GRPEL2","AIFM1","local","coexpression",1
"GRPEL2","APOOL","local","coexpression",1
"GRPEL2","MRPL10","local","coexpression",1
"GRPEL2","MRRF","local","coexpression",1
"GRPEL2","ACADM","local","coexpression",1
"GRPEL2","IMMT","local","coexpression",1
"GRPEL2","TIMM9","local","coexpression",1
"GRPEL2","SUPV3L1","local","coexpression",1
"GRPEL2","FECH","local","coexpression",1
"GRPEL2","MTIF2","local","coexpression",1
"GRPEL2","PHB","local","coexpression",1
"GRPEL2","HIBCH","local","coexpression",1
"GRPEL2","PRDX3","local","coexpression",1
"GRPEL2","GHITM","local","coexpression",1
"GRPEL2","GUF1","local","coexpression",1
"GRPEL2","LYRM4","local","coexpression",1
"GRPEL2","SDHC","local","coexpression",1
"GRPEL2","NDUFB5","local","coexpression",1
"GRPEL2","MRPS18A","local","coexpression",1
"GRPEL2","MTCH2","local","coexpression",1
"GRPEL2","SLC25A20","local","coexpression",1
"GRPEL2","MRPL1","local","coexpression",1
"GRPEL2","VDAC1","local","coexpression",1
"GRPEL2","NDUFS4","local","coexpression",1
"GRPEL2","C1QBP","local","coexpression",1
"GRPEL2","UQCC1","local","coexpression",1
"GRPEL2","MRPL44","local","coexpression",1
"GRPEL2","MRPS14","local","coexpression",1
"GRPEL2","COA6","local","coexpression",1
"GRPEL2","ATP5C1","local","coexpression",1
"GRPEL2","GFM2","local","coexpression",1
"GRPEL2","NDUFAF4","local","coexpression",1
"GRPEL2","SLC25A35","local","coexpression",1
"GRPEL2","IBA57","local","coexpression",1
"GRPEL2","PHB2","local","coexpression",1
"GRPEL2","DAP3","local","coexpression",1
"GRPEL2","CMC2","local","coexpression",1
"GRPEL2","MRPS17","local","coexpression",1
"GRPEL2","NFS1","local","coexpression",1
"GRPEL2","NDUFAF5","local","coexpression",1
"GRPEL2","MRPL17","local","coexpression",1
"GRPEL2","TACO1","local","coexpression",1
"GRPEL2","MFN1","local","coexpression",1
"GRPEL2","PPTC7","local","coexpression",1
"GRPEL2","MRPL13","local","coexpression",1
"GRPEL2","OXCT1","local","coexpression",1
"GRPEL2","COX5B","local","coexpression",1
"GRPEL2","ALAS1","local","coexpression",1
"GRPEL2","MRPL33","local","coexpression",1
"GRPEL2","MTO1","local","coexpression",1
"GRPEL2","LIAS","local","coexpression",1
"GRPEL2","NDUFA5","local","coexpression",1
"GRPEL2","NDUFB6","local","coexpression",1
"GRPEL2","MTX2","local","coexpression",1
"GRPEL2","SUCLG2","local","coexpression",1
"GRPEL2","FDX1","local","coexpression",1
"GRPEL2","MRPS28","local","coexpression",1
"GRPEL2","VDAC2","local","coexpression",1
"GRPEL2","SLC25A42","local","coexpression",1
"GRPEL2","ERAL1","local","coexpression",1
"GRPEL2","CMC1","local","coexpression",1
"GRPEL2","FXN","local","coexpression",1
"GRPEL2","YARS2","local","coexpression",1
"GRPEL2","TOMM40L","local","coexpression",1
"GRPEL2","ACADSB","local","coexpression",1
"GRPEL2","MRPL15","local","coexpression",1
"GRPEL2","NDUFA2","local","coexpression",1
"GRPEL2","AK3","local","coexpression",1
"GRPEL2","CYCS","local","coexpression",1
"GRPEL2","MIPEP","local","coexpression",1
"GRPEL2","LYRM7","local","coexpression",1
"GRPEL2","PCCB","local","coexpression",1
"GRPEL2","MRPS7","local","coexpression",1
"GRPEL2","MRPL3","local","coexpression",1
"GRPEL2","MCCC1","local","coexpression",1
"GRPEL2","CLPB","local","coexpression",1
"GRPEL2","PDK1","local","coexpression",1
"GRPEL2","MRPL49","local","coexpression",1
"GRPEL2","COX7A2","local","coexpression",1
"GRPEL2","HCCS","local","coexpression",1
"GRPEL2","MRPL19","local","coexpression",1
"GRPEL2","SLC25A30","local","coexpression",1
"GRPEL2","BDH1","local","coexpression",1
"GRPEL2","ABCB7","local","coexpression",1
"GRPEL2","TIMM17A","local","coexpression",1
"GRPEL2","ALDH9A1","local","coexpression",1
"GRPEL2","MRPS18C","local","coexpression",1
"GRPEL2","MARS2","local","coexpression",1
"GRPEL2","ALDH6A1","local","coexpression",1
"GRPEL2","GATC","local","coexpression",1
"GRPEL2","PPIF","local","coexpression",1
"GRPEL2","L2HGDH","local","coexpression",1
"GRPEL2","SLC25A5","local","coexpression",1
"GRPEL2","TOMM22","local","coexpression",1
"GRPEL2","MRPL30","local","coexpression",1
"GRPEL2","AFG1L","local","coexpression",1
"GRPEL2","ATP5F1","local","coexpression",1
"GRPEL2","COX7C","local","coexpression",1
"GRPEL2","CHCHD3","local","coexpression",1
"GRPEL2","COQ10B","local","coexpression",1
"GRPEL2","SLC25A13","local","coexpression",1
"GRPEL2","ME3","local","coexpression",1
"GRPEL2","MRPL22","local","coexpression",1
"GRPEL2","MRPL47","local","coexpression",1
"GRPEL2","PPA2","local","coexpression",1
"GRPEL2","MRPL9","local","coexpression",1
"GRPEL2","WARS2","local","coexpression",1
"GRPEL2","SLC25A19","local","coexpression",1
"GRPEL2","CBR4","local","coexpression",1
"GRPEL2","MTG1","local","coexpression",1
"GRPEL2","NDUFA12","local","coexpression",1
"GRPEL2","MRPS16","local","coexpression",1
"GRPEL2","MTERF2","local","coexpression",1
"GRPEL2","ETFRF1","local","coexpression",1
"GRPEL2","GPD2","local","coexpression",1
"GRPEL2","TIMM21","local","coexpression",1
"GRPEL2","NDUFA8","local","coexpression",1
"GRPEL2","GLS","local","coexpression",1
"GRPEL2","DHTKD1","local","coexpression",1
"GRPEL2","FAHD2A","local","coexpression",1
"GRPEL2","LIPT2","local","coexpression",1
"GRPEL2","SLC25A15","local","coexpression",1
"GRPEL2","STOML2","local","coexpression",1
"GRPEL2","LACTB","local","coexpression",1
"GRPEL2","TOMM40","local","coexpression",1
"GRPEL2","ACAD10","local","coexpression",1
"GRPEL2","VWA8","local","coexpression",1
"GRPEL2","CCDC90B","local","coexpression",1
"GRPEL2","DNAJC11","local","coexpression",1
"GRPEL2","THEM4","local","coexpression",1
"GRPEL2","SSBP1","local","coexpression",1
"GRPEL2","MRPS10","local","coexpression",1
"GRPEL2","AK4","local","coexpression",1
"GRPEL2","CISD1","local","coexpression",1
"GRPEL2","MTARC2","local","coexpression",1
"GRPEL2","MRPS6","local","coexpression",1
"GRPEL2","SCO1","local","coexpression",1
"GRPEL2","MTHFD1L","local","coexpression",1
"GRPEL2","ATP5H","local","coexpression",1
"GRPEL2","CCDC58","local","coexpression",1
"GRPEL2","MCCC2","local","coexpression",1
"GRPEL2","MOCS1","local","coexpression",1
"GRPEL2","MUT","local","coexpression",1
"GRPEL2","SLC25A51","local","coexpression",1
"GRPEL2","ATP5G3","local","coexpression",1
"GRPEL2","ATAD1","local","coexpression",1
"GRPEL2","OXNAD1","local","coexpression",1
"GRPEL2","MTG2","local","coexpression",1
"GRPEL2","DARS2","local","coexpression",1
"GRPEL2","PNPLA8","local","coexpression",1
"GRPEL2","MLYCD","local","coexpression",1
"GRPEL2","PYURF","local","coexpression",1
"GRPEL2","TIMM17B","local","coexpression",1
"GRPEL2","MRPL32","local","coexpression",1
"GRPEL2","NIT2","local","coexpression",1
"GRPEL2","ME2","local","coexpression",1
"GRPEL2","SLC30A9","local","coexpression",1
"GRPEL2","TAMM41","local","coexpression",1
"GRPEL2","TIMM23","local","coexpression",1
"GRPEL2","RMND1","local","coexpression",1
"GRPEL2","CHCHD4","local","coexpression",1
"GRPEL2","NDUFAB1","local","coexpression",1
"GRPEL2","COA5","local","coexpression",1
"GRPEL2","COQ2","local","coexpression",1
"GRPEL2","PDSS2","local","coexpression",1
"GRPEL2","ABCB10","local","coexpression",1
"GRPEL2","CKMT2","local","coexpression",1
"GRPEL2","FAM210A","local","coexpression",1
"GRPEL2","CPT1A","local","coexpression",1
"GRPEL2","GK","local","coexpression",1
"GRPEL2","PRELID2","local","coexpression",1
"GRPEL2","NIPSNAP2","local","coexpression",1
"GRPEL2","GLRX2","local","coexpression",1
"GRPEL2","MRPS30","local","coexpression",1
"GRPEL2","NARS2","local","coexpression",1
"GRPEL2","SUOX","local","coexpression",1
"GRPEL2","RIDA","local","coexpression",1
"GRPEL2","MPV17","local","coexpression",1
"GRPEL2","ZADH2","local","coexpression",1
"GRPEL2","ALDH1B1","local","coexpression",1
"GRPEL2","TIMM8A","local","coexpression",1
"GRPEL2","VDAC3","local","coexpression",1
"GRPEL2","SLC25A24","local","coexpression",1
"GRPEL2","MPC1","local","coexpression",1
"GRPEL2","TRNT1","local","coexpression",1
"GRPEL2","IDE","local","coexpression",1
"GRPEL2","MRPL58","local","coexpression",1
"GRPEL2","MTCH1","local","coexpression",1
"GRPEL2","TRIAP1","local","coexpression",1
"GRPEL2","PTCD3","local","coexpression",1
"GRPEL2","COX10","local","coexpression",1
"GRPEL2","AK2","local","coexpression",1
