"node1","node2","BRCA","COAD","HNSC","KIRC","KIRP","LIHC","LUAD","LUSC","PRAD","STAD","THCA","UCEC"
"HSPD1","PC",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","CLYBL",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PNPLA8",0,0,0,0,0,0,0,0,0,0,1,0
"HSPD1","MLYCD",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","PYURF",0,1,0,0,0,0,0,0,0,0,0,0
"HSPD1","TIMM17B",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPL32",0,1,1,0,0,0,0,0,0,1,0,1
"HSPD1","SLC25A26",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PRODH2",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","NIT2",0,1,0,0,0,0,0,0,0,1,0,0
"HSPD1","FDX2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ME2",1,0,0,0,1,0,0,0,0,1,1,1
"HSPD1","TUFM",0,0,1,0,1,0,0,0,0,1,0,0
"HSPD1","COX6A2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC30A9",0,0,0,1,1,0,0,0,1,1,1,1
"HSPD1","TAMM41",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TIMM23",0,1,1,0,0,1,1,0,0,1,0,0
"HSPD1","RMND1",0,1,1,0,1,0,0,0,1,1,0,0
"HSPD1","MFN2",0,0,0,0,0,0,0,0,0,0,1,1
"HSPD1","DNLZ",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","CHCHD4",1,1,1,0,1,0,0,1,0,1,0,1
"HSPD1","NDUFAB1",0,0,1,1,1,0,1,0,0,1,0,1
"HSPD1","ACSM1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","COA5",0,0,1,0,0,0,0,0,0,0,0,0
"HSPD1","COQ2",1,0,0,0,0,0,0,0,0,0,0,1
"HSPD1","PDSS2",0,0,0,0,1,0,0,0,0,1,0,0
"HSPD1","EHHADH",0,0,0,1,1,0,0,0,0,0,0,0
"HSPD1","NDUFS3",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","ABCB10",0,1,1,1,1,0,0,0,0,1,1,0
"HSPD1","CKMT2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPS25",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","ACAD9",0,0,0,0,1,1,0,0,0,0,0,0
"HSPD1","COX16",0,1,0,0,0,0,0,0,0,0,0,0
"HSPD1","FAM210A",0,0,0,1,1,0,1,0,1,1,0,1
"HSPD1","ACOT13",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","CPT1A",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","GK",0,0,0,1,1,0,0,0,0,0,0,0
"HSPD1","DHRS4",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","PRELID2",0,0,1,0,0,0,0,0,0,1,0,1
"HSPD1","CARS2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","NIPSNAP2",0,0,0,0,0,0,0,0,1,0,0,1
"HSPD1","NDUFB7",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","C19ORF70",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","GLRX2",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","MRPS30",0,1,1,1,1,1,0,0,1,1,1,1
"HSPD1","SCO2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","HSD17B10",0,0,0,0,0,0,1,0,0,0,0,0
"HSPD1","NARS2",0,1,0,1,1,0,1,0,1,1,1,1
"HSPD1","RPUSD3",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SUOX",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SARDH",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","RIDA",1,1,0,0,1,0,0,0,0,1,0,1
"HSPD1","COX8A",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SPR",0,0,1,1,1,0,0,1,0,1,0,0
"HSPD1","MPV17",0,0,0,0,0,1,0,0,0,0,0,0
"HSPD1","ZADH2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPL18",0,1,1,0,0,0,0,0,0,1,0,1
"HSPD1","ALDH1B1",0,0,0,0,1,0,0,0,0,0,0,1
"HSPD1","CHCHD1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TIMM8A",1,1,1,1,1,0,1,1,1,1,1,1
"HSPD1","VDAC3",0,1,1,0,1,0,1,0,0,1,0,1
"HSPD1","SLC25A24",0,0,0,0,0,0,0,0,0,0,1,1
"HSPD1","MPC1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A22",0,0,0,0,0,0,0,0,1,1,0,0
"HSPD1","SLC25A31",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A18",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TRNT1",0,1,1,0,1,1,0,0,0,1,0,1
"HSPD1","IDE",0,0,0,0,1,0,0,0,0,0,1,0
"HSPD1","GSTK1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","VARS2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPL54",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPL38",0,0,1,0,0,0,0,0,0,0,0,0
"HSPD1","MRPL58",0,0,1,0,0,0,1,1,0,1,0,0
"HSPD1","MTCH1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TRIAP1",0,1,0,0,1,0,1,0,0,1,0,1
"HSPD1","PTCD3",1,1,1,0,1,1,1,1,0,1,0,1
"HSPD1","COX10",0,0,1,1,1,0,0,1,0,1,0,0
"HSPD1","AKAP1",0,0,1,1,0,0,0,1,0,1,0,0
"HSPD1","MRM3",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","AK2",0,1,0,0,0,0,0,0,1,1,0,1
"HSPD1","TMEM70",1,1,0,0,0,0,1,0,1,1,1,1
"HSPD1","NOA1",0,0,1,0,1,1,0,0,1,0,1,1
"HSPD1","MCUR1",1,1,0,1,0,0,0,0,1,1,1,1
"HSPD1","TMEM14C",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","NDUFC1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPL35",0,1,1,1,1,0,1,1,0,1,0,1
"HSPD1","NDUFA3",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PDSS1",1,1,1,0,1,1,1,1,1,1,0,1
"HSPD1","SLC25A16",0,0,0,0,0,0,0,0,0,0,1,0
"HSPD1","FMC1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ACSM3",0,0,0,1,1,0,0,0,0,0,0,0
"HSPD1","NDUFAF6",0,1,1,0,0,0,0,0,0,1,0,1
"HSPD1","UCP1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SFXN1",0,0,1,1,1,0,1,0,1,1,0,1
"HSPD1","GLRX5",0,0,1,0,0,0,1,0,0,0,0,1
"HSPD1","PTRH1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPS11",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","XPNPEP3",0,0,1,0,0,0,0,0,1,0,0,0
"HSPD1","PDP1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ECI1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A21",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","SLC25A29",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A45",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SDHAF3",0,0,0,0,0,0,1,1,1,0,0,1
"HSPD1","PRELID3B",1,1,1,1,1,1,1,1,1,1,0,1
"HSPD1","SLC25A39",0,0,0,0,0,0,1,1,0,1,0,0
"HSPD1","NDUFB3",1,1,0,1,1,1,1,1,0,1,0,1
"HSPD1","REXO2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","GATM",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","TIMM10B",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SARS2",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","CHDH",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","MRPL57",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","C8ORF82",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","EARS2",0,1,1,1,1,0,0,0,1,1,1,1
"HSPD1","GRHPR",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","MTFMT",0,1,1,0,1,0,0,0,0,1,0,1
"HSPD1","PTCD2",0,1,0,0,1,0,0,0,0,0,0,1
"HSPD1","ECHDC1",0,1,0,0,1,0,0,0,0,1,0,1
"HSPD1","HARS2",0,1,0,0,1,1,0,0,0,1,0,1
"HSPD1","NDUFA4",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","NDUFA13",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","NAXE",0,0,1,0,1,0,1,1,0,0,0,0
"HSPD1","TMEM11",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SELENOO",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","NAGS",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","HSD17B4",0,1,0,1,1,0,0,0,0,0,0,0
"HSPD1","NDUFAF7",0,1,1,0,0,1,0,0,0,0,0,1
"HSPD1","OAT",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","MRPL50",0,1,1,0,0,1,0,0,1,1,0,0
"HSPD1","COX7B",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","RARS2",0,0,0,0,0,0,0,0,0,0,0,1
"HSPD1","OXLD1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","LACTB2",1,1,0,1,1,0,0,0,1,1,1,1
"HSPD1","NDUFA11",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","AURKAIP1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","CHCHD7",0,1,1,0,0,1,0,0,0,1,0,1
"HSPD1","SHMT2",1,0,1,0,1,0,1,1,1,1,1,1
"HSPD1","MTHFD2",1,1,1,0,0,0,1,1,1,1,1,1
"HSPD1","RMDN1",0,0,0,0,1,0,0,0,0,0,0,1
"HSPD1","CPS1",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","MRPL14",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","C6ORF203",0,1,0,0,0,0,0,0,0,1,0,0
"HSPD1","RDH13",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TRMT2B",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPS24",0,0,1,0,1,0,0,0,0,0,0,0
"HSPD1","COA3",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","GSR",0,0,1,0,1,1,0,0,0,1,1,0
"HSPD1","ENDOG",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","BCAT2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TEFM",0,1,1,0,0,1,0,1,1,1,0,1
"HSPD1","ACSF2",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","TRMU",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","MRPS22",0,1,0,0,1,0,0,0,1,1,0,1
"HSPD1","LAP3",0,0,0,0,1,0,0,0,0,0,0,1
"HSPD1","GLUD1",0,0,1,0,0,0,0,0,0,0,0,1
"HSPD1","HMGCL",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","FHIT",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPS33",1,1,0,1,1,0,1,1,1,1,0,0
"HSPD1","NUBPL",0,0,0,0,1,0,0,0,1,0,0,0
"HSPD1","LYRM2",0,1,0,0,1,1,0,0,0,0,0,1
"HSPD1","MPV17L",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","GADD45GIP1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TFAM",0,1,1,1,1,1,1,0,1,1,1,1
"HSPD1","ALDH18A1",0,0,1,0,1,1,1,0,1,1,0,0
"HSPD1","OXSM",0,1,0,0,0,0,0,0,1,1,0,0
"HSPD1","KYAT3",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TARS2",0,0,1,0,1,0,0,0,1,0,0,0
"HSPD1","TBRG4",0,0,1,0,0,1,1,0,1,1,0,0
"HSPD1","TMEM65",1,0,0,0,0,1,0,0,0,0,0,1
"HSPD1","ROMO1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PRDX5",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","DNAJC15",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MAIP1",1,1,1,1,1,1,1,1,1,1,1,1
"HSPD1","HIGD1A",0,0,0,0,0,0,0,0,0,0,0,1
"HSPD1","C16ORF91",0,0,0,0,1,0,0,0,0,0,0,1
"HSPD1","RHOT2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A44",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","HAO2",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","OXA1L",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A46",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","RDH14",0,1,0,1,1,0,0,0,0,0,0,1
"HSPD1","C14ORF2",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","CA5B",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","COASY",0,0,1,0,0,1,0,0,0,1,0,0
"HSPD1","CISD3",0,0,1,1,1,0,0,0,0,0,0,0
"HSPD1","GSTZ1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","COX6B2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","GLOD4",0,0,1,1,0,0,0,1,0,1,0,1
"HSPD1","ACAA1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","CROT",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PDF",0,0,0,1,1,0,0,0,0,0,0,1
"HSPD1","COX19",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","AMT",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PDPR",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","NLN",1,1,1,1,1,0,1,1,1,1,1,1
"HSPD1","BOLA1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ALAS2",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","ALDH7A1",0,0,0,1,1,0,0,0,0,0,0,0
"HSPD1","HDHD5",0,0,1,0,0,0,0,0,1,1,0,0
"HSPD1","GFER",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","IMMP2L",0,1,0,1,0,0,0,0,0,0,0,1
"HSPD1","COX4I2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPL39",0,1,0,0,0,0,0,0,0,1,0,1
"HSPD1","AADAT",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","FUNDC2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","LYPLA1",0,1,0,1,1,0,0,0,1,1,1,1
"HSPD1","PDHA2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MTRF1L",0,1,0,0,1,0,0,0,0,1,0,1
"HSPD1","GTPBP3",0,0,1,0,0,0,0,0,0,1,0,0
"HSPD1","MTHFD2L",0,1,0,0,0,0,0,0,0,1,0,0
"HSPD1","ACOT2",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","APOPT1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MMAB",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PPOX",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ABCD3",0,0,0,1,0,0,0,0,0,0,0,0
"HSPD1","SIRT3",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","LDHD",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","MRPL45",0,1,1,1,1,1,1,1,1,1,1,1
"HSPD1","C12ORF65",0,1,1,0,0,0,0,0,0,0,0,0
"HSPD1","IMMP1L",0,1,0,0,0,0,0,0,0,0,0,0
"HSPD1","POLG",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ATPAF1",0,0,0,0,1,0,0,0,1,0,0,0
"HSPD1","BLOC1S1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ALDH1L2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","COX18",0,0,0,0,1,0,0,0,1,0,0,0
"HSPD1","CPOX",0,1,0,0,0,0,0,0,1,1,0,1
"HSPD1","NNT",0,0,0,1,1,0,0,0,0,0,1,1
"HSPD1","NDUFAF8",0,0,1,0,0,0,0,1,0,0,0,0
"HSPD1","ATP23",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","DCAKD",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ATP5J2",0,0,0,0,0,0,1,0,0,0,0,0
"HSPD1","SLC16A1",0,1,0,0,1,0,0,0,0,1,1,1
"HSPD1","SFXN3",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","LONP2",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","AASS",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","DIABLO",0,1,1,1,1,1,1,0,1,0,0,1
"HSPD1","COX8C",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PXMP2",0,0,0,1,1,0,0,0,0,0,0,1
"HSPD1","AGXT2",0,0,0,1,1,0,0,0,0,0,0,0
"HSPD1","GLS2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","APOO",0,1,0,0,0,0,1,1,0,1,0,0
"HSPD1","ACAD11",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","C5ORF63",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","HOGA1",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","TTC19",0,0,1,0,0,0,0,0,0,0,0,0
"HSPD1","NGRN",0,0,0,0,0,0,0,0,0,0,0,1
"HSPD1","TCAIM",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","GCSH",0,1,1,1,1,0,1,1,0,1,0,1
"HSPD1","SIRT5",0,0,1,0,0,0,0,0,0,0,0,0
"HSPD1","GPT2",1,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","TOMM6",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","FAM162A",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ABCB6",0,0,0,0,1,1,1,0,0,1,0,0
"HSPD1","MACROD1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TST",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MT-CO1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MTFR1L",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SDR39U1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","DMGDH",0,0,0,1,1,0,0,0,0,0,0,0
"HSPD1","SLC25A14",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PRELID3A",0,0,0,0,0,0,0,0,0,0,0,1
"HSPD1","SLC25A17",0,0,1,0,0,0,0,0,1,1,0,1
"HSPD1","CHCHD5",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TOMM70",1,1,0,1,0,1,1,0,1,1,0,1
"HSPD1","NIT1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","FAHD1",0,0,0,1,1,0,0,0,0,0,0,0
"HSPD1","MCU",0,0,0,0,0,1,0,0,1,0,1,0
"HSPD1","CYP27A1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MT-ND2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MT-ND4",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MT-ND5",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MDH1",1,1,1,1,1,0,1,1,0,1,0,1
"HSPD1","KIAA0141",0,0,0,0,0,0,0,0,1,0,0,0
"HSPD1","FASTKD1",0,1,1,0,0,0,1,1,1,1,0,1
"HSPD1","MRPS31",0,1,0,0,0,0,0,0,0,0,0,0
"HSPD1","ALDH1L1",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","PTCD1",0,0,1,0,0,0,0,0,0,1,0,0
"HSPD1","HADHB",0,0,0,1,1,0,0,0,1,0,1,1
"HSPD1","TRIT1",0,1,1,0,0,0,0,0,0,1,0,1
"HSPD1","CRLS1",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","GLYCTK",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A32",1,1,1,0,0,1,1,0,0,1,0,1
"HSPD1","AARS2",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","EXOG",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","CHCHD2",0,0,0,1,1,0,0,0,0,0,0,1
"HSPD1","KMO",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SFXN5",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ELAC2",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","GPX1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","CPT1B",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ME1",1,0,0,0,1,0,1,1,0,0,0,0
"HSPD1","FIS1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PRELID1",0,0,0,0,1,0,0,0,0,0,0,1
"HSPD1","UCP3",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A27",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A40",0,0,0,0,0,0,0,0,0,0,1,1
"HSPD1","SLC25A23",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","HEMK1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A36",0,1,0,0,0,0,0,0,0,0,0,0
"HSPD1","OMA1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","LETM2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","DHRS1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","STOM",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","METTL5",0,1,1,0,1,1,1,1,0,1,0,1
"HSPD1","MSRA",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","NUDT8",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","NMNAT3",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","SLC25A38",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MPV17L2",0,0,1,0,0,0,0,0,0,0,0,0
"HSPD1","ACLY",0,1,0,1,0,1,1,1,1,1,0,0
"HSPD1","ABCD2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","FLAD1",0,0,1,0,0,0,1,0,0,1,0,0
"HSPD1","LIPT1",0,0,1,0,0,0,0,0,0,0,0,0
"HSPD1","C14ORF159",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PCK2",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","NADK2",0,0,0,1,0,0,0,0,1,1,0,1
"HSPD1","HK2",0,0,0,0,0,0,0,0,0,1,0,1
"HSPD1","MPST",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","NUDT13",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ACACA",0,0,0,0,1,1,0,1,1,0,0,1
"HSPD1","ABAT",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","HMGCS2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ALDH5A1",0,0,0,1,1,0,0,0,0,0,0,0
"HSPD1","CKMT1A",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PISD",0,0,1,0,0,0,0,0,0,0,0,0
"HSPD1","NDUFB4",0,0,0,0,0,0,0,0,1,0,0,0
"HSPD1","UQCR11",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","FAM136A",1,1,1,0,0,1,1,1,1,1,0,1
"HSPD1","TOMM5",0,0,1,0,1,1,1,1,1,1,0,1
"HSPD1","GPI",1,0,1,0,1,0,1,1,1,1,0,1
"HSPD1","NDUFA1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MT-CYB",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","GUK1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","D2HGDH",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","OPA3",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","AKR1B10",0,0,0,0,1,0,0,0,0,0,0,0
"HSPD1","PHYH",0,0,0,1,1,0,0,0,0,0,1,0
"HSPD1","NDUFAF2",0,1,0,0,1,1,0,0,0,0,0,1
"HSPD1","ECSIT",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PARL",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MRPL42",0,1,1,1,1,1,1,1,1,1,0,1
"HSPD1","DNAJC4",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","PAM16",0,0,1,0,0,0,0,0,0,0,0,0
"HSPD1","ALDH3A2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ACSL6",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TYSND1",0,0,1,0,0,0,0,0,0,0,0,0
"HSPD1","MRS2",1,1,1,1,1,0,0,0,1,1,0,1
"HSPD1","ABHD10",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","HINT3",0,0,0,0,1,0,0,0,0,0,1,0
"HSPD1","PXMP4",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","OSGEPL1",0,0,1,0,1,1,0,1,1,0,0,1
"HSPD1","NUDT2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","CYB5B",0,0,0,0,0,0,0,0,0,1,0,0
"HSPD1","GRSF1",1,1,1,0,0,0,1,0,1,1,1,1
"HSPD1","MRPS18B",0,0,0,1,1,0,0,0,0,1,0,1
"HSPD1","DNAJC30",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","CAT",0,0,0,1,1,0,0,0,0,0,0,0
"HSPD1","DGUOK",0,0,1,0,0,0,0,0,0,0,0,0
"HSPD1","ACOT9",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","ACSS1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","RFK",0,0,0,0,0,0,0,0,1,1,1,0
"HSPD1","STARD7",1,1,1,1,1,0,0,1,1,1,1,1
"HSPD1","CHPT1",0,0,0,1,1,0,0,0,0,0,0,1
"HSPD1","MT-ATP8",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TIMMDC1",0,0,0,0,1,1,0,0,0,0,0,1
"HSPD1","SPATA19",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","HTATIP2",1,0,0,0,1,0,1,0,0,0,0,0
"HSPD1","AKR7A2",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","DUT",0,0,0,0,0,0,0,0,0,1,0,1
"HSPD1","KIAA0100",0,0,0,0,0,0,0,0,0,0,1,0
"HSPD1","MT-CO3",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","DHRS7B",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","MTRF1",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","TMEM143",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","NT5M",0,0,0,0,0,0,0,0,0,0,0,0
"HSPD1","RHOT1",0,1,1,0,0,0,0,0,0,0,0,1
