cancer,under_curve,run_type,sim,chap_removed
HNSC,0.6037500096898465,random,254,CLPP->AFG3L2->HSPE1->YME1L1->LONP1->DNAJC19->TRAP1->CLPX->HSCB->GRPEL2->HSPD1->DNAJA3->SPG7->HSPA9->HTRA2
KIRC,0.6611228562281501,random,254,TRAP1->HSCB->LONP1->HSPA9->DNAJA3->SPG7->CLPP->YME1L1->CLPX->HTRA2->AFG3L2->GRPEL2->DNAJC19->HSPE1->HSPD1
KIRP,0.7222736654540725,random,254,HSPE1->HSPA9->HTRA2->HSPD1->HSCB->DNAJC19->LONP1->DNAJA3->GRPEL2->TRAP1->YME1L1->CLPX->SPG7->AFG3L2->CLPP
LIHC,0.6105382304547339,random,254,SPG7->HSCB->YME1L1->TRAP1->DNAJC19->GRPEL2->HSPE1->LONP1->HSPA9->CLPX->HTRA2->HSPD1->AFG3L2->CLPP->DNAJA3
LUAD,0.5749800419485422,random,254,TRAP1->HSPA9->CLPX->DNAJC19->AFG3L2->HSCB->DNAJA3->GRPEL2->HSPE1->HTRA2->SPG7->YME1L1->CLPP->HSPD1->LONP1
LUSC,0.5558801810560691,random,254,TRAP1->CLPX->HSPE1->DNAJC19->HSCB->AFG3L2->SPG7->HTRA2->HSPA9->LONP1->YME1L1->HSPD1->GRPEL2->CLPP->DNAJA3
PRAD,0.6233614057019587,random,254,HSCB->CLPP->DNAJA3->DNAJC19->CLPX->TRAP1->LONP1->YME1L1->HSPD1->HTRA2->GRPEL2->HSPE1->SPG7->AFG3L2->HSPA9
STAD,0.5929541729902059,random,254,CLPX->AFG3L2->HSPE1->HSPA9->DNAJC19->HSCB->HTRA2->CLPP->LONP1->TRAP1->SPG7->HSPD1->YME1L1->GRPEL2->DNAJA3
THCA,0.6864894250162146,random,254,AFG3L2->CLPP->DNAJA3->HSCB->CLPX->HTRA2->TRAP1->GRPEL2->HSPA9->HSPD1->YME1L1->HSPE1->LONP1->SPG7->DNAJC19
UCEC,0.5891030356529867,random,254,CLPX->HSPE1->HSCB->CLPP->TRAP1->LONP1->SPG7->DNAJA3->HSPD1->DNAJC19->GRPEL2->HTRA2->AFG3L2->YME1L1->HSPA9
BRCA,0.5638249654927446,random,255,CLPP->SPG7->HTRA2->HSCB->DNAJC19->HSPA9->DNAJA3->TRAP1->AFG3L2->HSPD1->HSPE1->YME1L1->LONP1->GRPEL2->CLPX
COAD,0.6103936803231598,random,255,LONP1->SPG7->CLPP->HSCB->CLPX->HSPD1->HTRA2->DNAJA3->HSPE1->HSPA9->GRPEL2->AFG3L2->YME1L1->TRAP1->DNAJC19
HNSC,0.6065229611497704,random,255,HSCB->HSPE1->TRAP1->DNAJA3->CLPX->HSPD1->GRPEL2->HSPA9->LONP1->AFG3L2->YME1L1->CLPP->HTRA2->DNAJC19->SPG7
KIRC,0.6734937081900794,random,255,HSPA9->CLPX->LONP1->HSPD1->HTRA2->HSPE1->SPG7->AFG3L2->YME1L1->GRPEL2->CLPP->DNAJA3->TRAP1->DNAJC19->HSCB
KIRP,0.7111626986556532,random,255,CLPX->HTRA2->YME1L1->LONP1->HSPD1->DNAJA3->SPG7->CLPP->DNAJC19->HSCB->GRPEL2->AFG3L2->HSPA9->TRAP1->HSPE1
LIHC,0.6107575385909002,random,255,DNAJA3->HSPA9->YME1L1->HTRA2->SPG7->HSCB->AFG3L2->TRAP1->DNAJC19->GRPEL2->CLPP->HSPD1->LONP1->CLPX->HSPE1
LUAD,0.5726280790326741,random,255,LONP1->TRAP1->HTRA2->HSPD1->DNAJA3->HSPA9->CLPP->HSCB->CLPX->YME1L1->DNAJC19->SPG7->GRPEL2->HSPE1->AFG3L2
LUSC,0.5555090775821147,random,255,DNAJA3->HSPE1->GRPEL2->LONP1->HTRA2->DNAJC19->HSPA9->CLPX->AFG3L2->HSCB->TRAP1->YME1L1->CLPP->HSPD1->SPG7
PRAD,0.6181004443336842,random,255,AFG3L2->HTRA2->CLPX->HSPA9->SPG7->GRPEL2->DNAJC19->HSPE1->HSPD1->YME1L1->HSCB->CLPP->DNAJA3->TRAP1->LONP1
STAD,0.5920944531705984,random,255,LONP1->HSPD1->HTRA2->SPG7->TRAP1->HSPE1->HSCB->YME1L1->AFG3L2->GRPEL2->DNAJC19->HSPA9->CLPX->CLPP->DNAJA3
THCA,0.7041476337091609,random,255,HSPA9->YME1L1->TRAP1->SPG7->AFG3L2->HSCB->CLPP->LONP1->HTRA2->DNAJA3->DNAJC19->GRPEL2->HSPD1->HSPE1->CLPX
UCEC,0.6082382089185162,random,255,AFG3L2->LONP1->HSPA9->HSPD1->HSCB->HTRA2->CLPX->CLPP->TRAP1->SPG7->HSPE1->DNAJC19->YME1L1->DNAJA3->GRPEL2
BRCA,0.5567319476556575,random,256,SPG7->YME1L1->DNAJC19->HSPE1->GRPEL2->HSCB->HTRA2->HSPD1->CLPX->DNAJA3->AFG3L2->HSPA9->CLPP->TRAP1->LONP1
COAD,0.6266512422379054,random,256,DNAJC19->HSCB->TRAP1->HSPA9->LONP1->DNAJA3->SPG7->HTRA2->CLPP->AFG3L2->HSPD1->CLPX->HSPE1->YME1L1->GRPEL2
HNSC,0.5999933947335657,random,256,HSCB->CLPP->CLPX->SPG7->HSPA9->AFG3L2->HSPD1->LONP1->HSPE1->YME1L1->HTRA2->DNAJA3->GRPEL2->DNAJC19->TRAP1
KIRC,0.6602915307768457,random,256,HSPA9->CLPP->YME1L1->GRPEL2->HSCB->LONP1->HTRA2->HSPE1->SPG7->TRAP1->HSPD1->DNAJC19->DNAJA3->CLPX->AFG3L2
KIRP,0.709074468747301,random,256,LONP1->CLPP->SPG7->GRPEL2->DNAJA3->YME1L1->HTRA2->AFG3L2->HSPA9->CLPX->DNAJC19->HSPD1->HSCB->HSPE1->TRAP1
LIHC,0.5978640245846538,random,256,YME1L1->CLPP->HSPE1->HSCB->GRPEL2->AFG3L2->HSPD1->CLPX->HSPA9->LONP1->HTRA2->DNAJC19->SPG7->TRAP1->DNAJA3
LUAD,0.5619578700802171,random,256,DNAJC19->CLPP->SPG7->AFG3L2->HSPA9->TRAP1->HTRA2->GRPEL2->HSPE1->DNAJA3->CLPX->YME1L1->LONP1->HSPD1->HSCB
LUSC,0.5522693577343867,random,256,DNAJC19->CLPX->HSPA9->HSPE1->SPG7->AFG3L2->TRAP1->HSCB->HTRA2->LONP1->YME1L1->GRPEL2->HSPD1->CLPP->DNAJA3
PRAD,0.6219618991354073,random,256,DNAJA3->HSCB->HTRA2->LONP1->HSPA9->HSPD1->TRAP1->CLPP->YME1L1->CLPX->HSPE1->GRPEL2->SPG7->AFG3L2->DNAJC19
STAD,0.5999541994695181,random,256,CLPX->YME1L1->HSCB->HSPA9->SPG7->HSPD1->GRPEL2->TRAP1->AFG3L2->HSPE1->DNAJA3->CLPP->LONP1->HTRA2->DNAJC19
THCA,0.6961134328022321,random,256,LONP1->HTRA2->CLPX->HSPE1->GRPEL2->TRAP1->HSPA9->YME1L1->DNAJA3->AFG3L2->DNAJC19->SPG7->HSPD1->HSCB->CLPP
UCEC,0.6086755670171614,random,256,HSCB->AFG3L2->YME1L1->SPG7->LONP1->GRPEL2->HSPA9->DNAJC19->TRAP1->HSPD1->CLPX->CLPP->HTRA2->HSPE1->DNAJA3
BRCA,0.5632078380815106,random,257,AFG3L2->DNAJA3->HSPE1->LONP1->YME1L1->HSCB->DNAJC19->SPG7->CLPX->HSPD1->HSPA9->TRAP1->CLPP->GRPEL2->HTRA2
COAD,0.6361398982887714,random,257,DNAJA3->TRAP1->HSCB->HSPA9->AFG3L2->CLPX->HSPD1->DNAJC19->YME1L1->LONP1->SPG7->CLPP->GRPEL2->HSPE1->HTRA2
HNSC,0.6126514518147355,random,257,HTRA2->HSPE1->DNAJA3->SPG7->HSCB->TRAP1->YME1L1->AFG3L2->LONP1->GRPEL2->DNAJC19->CLPX->CLPP->HSPD1->HSPA9
KIRC,0.639256883706188,random,257,SPG7->DNAJA3->CLPP->TRAP1->HSPE1->HSPD1->HSPA9->YME1L1->CLPX->HTRA2->GRPEL2->AFG3L2->DNAJC19->LONP1->HSCB
KIRP,0.7168124410410757,random,257,DNAJC19->SPG7->TRAP1->HSPA9->HSPE1->HSPD1->LONP1->CLPX->GRPEL2->DNAJA3->HTRA2->HSCB->AFG3L2->YME1L1->CLPP
LIHC,0.6087071570092412,random,257,HTRA2->HSPA9->LONP1->SPG7->YME1L1->HSPE1->HSCB->CLPP->DNAJA3->HSPD1->DNAJC19->TRAP1->CLPX->GRPEL2->AFG3L2
LUAD,0.5753921822173582,random,257,DNAJC19->TRAP1->CLPX->DNAJA3->HSPE1->HSPA9->SPG7->HSCB->GRPEL2->HSPD1->CLPP->LONP1->AFG3L2->HTRA2->YME1L1
LUSC,0.5454285512658437,random,257,LONP1->SPG7->CLPX->DNAJA3->HTRA2->CLPP->HSPA9->HSPE1->AFG3L2->YME1L1->TRAP1->HSPD1->GRPEL2->HSCB->DNAJC19
PRAD,0.626944665723835,random,257,GRPEL2->CLPX->HTRA2->DNAJA3->HSPA9->DNAJC19->HSPE1->CLPP->LONP1->HSPD1->SPG7->YME1L1->HSCB->TRAP1->AFG3L2
STAD,0.595235175966675,random,257,HTRA2->DNAJA3->SPG7->HSPD1->AFG3L2->CLPX->GRPEL2->YME1L1->HSPA9->HSPE1->DNAJC19->TRAP1->HSCB->LONP1->CLPP
THCA,0.6907798830741144,random,257,DNAJA3->HTRA2->GRPEL2->YME1L1->TRAP1->LONP1->HSPD1->CLPP->DNAJC19->CLPX->SPG7->HSPA9->HSCB->AFG3L2->HSPE1
UCEC,0.617708768289049,random,257,HSPA9->LONP1->HSCB->AFG3L2->DNAJC19->HTRA2->CLPX->HSPD1->GRPEL2->TRAP1->DNAJA3->HSPE1->YME1L1->CLPP->SPG7
BRCA,0.5703940270974885,random,258,SPG7->DNAJA3->AFG3L2->HSPE1->LONP1->GRPEL2->HSCB->CLPX->CLPP->HSPD1->TRAP1->HTRA2->DNAJC19->HSPA9->YME1L1
COAD,0.632069895365626,random,258,GRPEL2->DNAJA3->TRAP1->DNAJC19->SPG7->HSPA9->HSPE1->CLPP->AFG3L2->LONP1->CLPX->YME1L1->HSPD1->HTRA2->HSCB
HNSC,0.5993210993521805,random,258,SPG7->AFG3L2->HTRA2->DNAJC19->GRPEL2->DNAJA3->CLPX->CLPP->HSPD1->TRAP1->HSCB->LONP1->YME1L1->HSPE1->HSPA9
KIRC,0.6315629059776898,random,258,CLPX->YME1L1->SPG7->HSPD1->AFG3L2->HSPE1->CLPP->GRPEL2->HSCB->DNAJA3->HTRA2->LONP1->DNAJC19->HSPA9->TRAP1
KIRP,0.7174540424019253,random,258,HSCB->CLPX->HTRA2->DNAJA3->HSPD1->HSPA9->SPG7->LONP1->AFG3L2->HSPE1->DNAJC19->GRPEL2->CLPP->TRAP1->YME1L1
LIHC,0.6003497143159997,random,258,GRPEL2->DNAJC19->HSPA9->SPG7->CLPP->YME1L1->HTRA2->LONP1->DNAJA3->HSPD1->TRAP1->HSCB->HSPE1->CLPX->AFG3L2
LUAD,0.5690443475623918,random,258,CLPX->LONP1->SPG7->CLPP->HSPA9->DNAJA3->TRAP1->GRPEL2->HSPD1->AFG3L2->HSPE1->YME1L1->HTRA2->HSCB->DNAJC19
LUSC,0.5589876153447584,random,258,TRAP1->CLPP->HSCB->HSPA9->HSPD1->CLPX->DNAJC19->GRPEL2->DNAJA3->LONP1->AFG3L2->HTRA2->YME1L1->HSPE1->SPG7
PRAD,0.6142919896619434,random,258,SPG7->AFG3L2->HSPD1->LONP1->DNAJA3->YME1L1->CLPP->CLPX->DNAJC19->HTRA2->HSCB->HSPA9->GRPEL2->TRAP1->HSPE1
STAD,0.5976916838027589,random,258,DNAJC19->CLPX->LONP1->HSCB->HSPD1->HSPE1->HTRA2->CLPP->GRPEL2->HSPA9->YME1L1->AFG3L2->TRAP1->SPG7->DNAJA3
THCA,0.6824227924563718,random,258,TRAP1->DNAJA3->SPG7->GRPEL2->AFG3L2->HSPD1->LONP1->HTRA2->HSPE1->HSCB->CLPX->HSPA9->DNAJC19->YME1L1->CLPP
UCEC,0.6143742062006328,random,258,HTRA2->DNAJA3->GRPEL2->CLPP->HSPD1->YME1L1->CLPX->DNAJC19->AFG3L2->TRAP1->LONP1->HSPE1->HSCB->HSPA9->SPG7
BRCA,0.5649407279072849,random,259,GRPEL2->HSPE1->TRAP1->DNAJC19->HSPD1->CLPP->CLPX->LONP1->HSPA9->DNAJA3->HTRA2->AFG3L2->YME1L1->SPG7->HSCB
COAD,0.6184696206299265,random,259,DNAJA3->SPG7->GRPEL2->DNAJC19->YME1L1->AFG3L2->HTRA2->CLPP->HSCB->CLPX->HSPA9->TRAP1->LONP1->HSPE1->HSPD1
HNSC,0.5942079868488813,random,259,TRAP1->YME1L1->HSPA9->LONP1->DNAJA3->GRPEL2->DNAJC19->AFG3L2->HTRA2->CLPP->HSCB->SPG7->HSPD1->CLPX->HSPE1
KIRC,0.6316068140471233,random,259,LONP1->TRAP1->SPG7->HSPE1->HSCB->CLPP->YME1L1->DNAJA3->GRPEL2->HSPD1->HSPA9->AFG3L2->DNAJC19->HTRA2->CLPX
KIRP,0.7334617871200118,random,259,HSPD1->HSPE1->AFG3L2->DNAJA3->HSPA9->YME1L1->HSCB->SPG7->CLPP->TRAP1->CLPX->HTRA2->DNAJC19->GRPEL2->LONP1
LIHC,0.609244210733945,random,259,HSPA9->HSPE1->HTRA2->HSPD1->GRPEL2->DNAJA3->HSCB->YME1L1->CLPX->CLPP->TRAP1->DNAJC19->LONP1->SPG7->AFG3L2
LUAD,0.564869841272509,random,259,HSPE1->HSPA9->SPG7->DNAJC19->LONP1->CLPX->HSPD1->TRAP1->AFG3L2->DNAJA3->YME1L1->CLPP->HTRA2->GRPEL2->HSCB
LUSC,0.5470764277877358,random,259,DNAJC19->HSPE1->HSCB->YME1L1->HSPD1->DNAJA3->LONP1->HTRA2->CLPX->SPG7->AFG3L2->HSPA9->TRAP1->GRPEL2->CLPP
PRAD,0.6282658933863554,random,259,TRAP1->DNAJC19->GRPEL2->CLPX->HSPA9->HSPD1->CLPP->HSPE1->DNAJA3->HSCB->SPG7->HTRA2->LONP1->AFG3L2->YME1L1
STAD,0.5835092731292624,random,259,TRAP1->HTRA2->SPG7->YME1L1->AFG3L2->HSCB->DNAJC19->HSPA9->GRPEL2->CLPP->CLPX->DNAJA3->HSPD1->LONP1->HSPE1
THCA,0.6909875724367345,random,259,CLPX->DNAJA3->HSPA9->YME1L1->GRPEL2->TRAP1->AFG3L2->HTRA2->DNAJC19->HSPE1->CLPP->HSCB->SPG7->LONP1->HSPD1
UCEC,0.5906437774504345,random,259,CLPP->HTRA2->HSCB->LONP1->HSPA9->TRAP1->AFG3L2->GRPEL2->DNAJC19->DNAJA3->SPG7->HSPE1->HSPD1->YME1L1->CLPX
BRCA,0.5538622230888861,random,260,DNAJC19->HSPE1->TRAP1->GRPEL2->AFG3L2->HSCB->YME1L1->CLPX->CLPP->SPG7->HSPA9->HTRA2->DNAJA3->HSPD1->LONP1
COAD,0.6306703792576477,random,260,GRPEL2->DNAJC19->HSPA9->HSPD1->HTRA2->AFG3L2->HSPE1->DNAJA3->LONP1->TRAP1->HSCB->CLPP->YME1L1->SPG7->CLPX
HNSC,0.6024555889193122,random,260,CLPX->LONP1->SPG7->DNAJC19->HSCB->GRPEL2->HSPA9->YME1L1->AFG3L2->HSPE1->HSPD1->CLPP->TRAP1->DNAJA3->HTRA2
KIRC,0.6757872989831095,random,260,DNAJA3->CLPP->CLPX->AFG3L2->HSPD1->DNAJC19->LONP1->TRAP1->HSPA9->YME1L1->HSPE1->GRPEL2->SPG7->HTRA2->HSCB
KIRP,0.7133200346810867,random,260,HSPA9->CLPP->CLPX->HTRA2->YME1L1->AFG3L2->TRAP1->DNAJC19->GRPEL2->SPG7->HSPD1->HSCB->LONP1->HSPE1->DNAJA3
LIHC,0.6141966638130449,random,260,TRAP1->YME1L1->CLPP->AFG3L2->HSPA9->GRPEL2->HSCB->HSPD1->HTRA2->LONP1->HSPE1->SPG7->DNAJA3->DNAJC19->CLPX
LUAD,0.5746737971639388,random,260,DNAJC19->AFG3L2->DNAJA3->HSPD1->CLPP->HSPE1->CLPX->HSCB->SPG7->YME1L1->LONP1->TRAP1->HSPA9->GRPEL2->HTRA2
LUSC,0.5633837018197265,random,260,GRPEL2->AFG3L2->HSPA9->DNAJA3->HSCB->HSPE1->SPG7->CLPX->DNAJC19->HTRA2->YME1L1->TRAP1->HSPD1->LONP1->CLPP
PRAD,0.628677292555862,random,260,TRAP1->HSCB->DNAJA3->AFG3L2->GRPEL2->HSPE1->CLPX->CLPP->SPG7->DNAJC19->YME1L1->LONP1->HSPD1->HTRA2->HSPA9
STAD,0.5996606167618882,random,260,DNAJC19->HSPA9->HSPE1->CLPP->TRAP1->HTRA2->CLPX->YME1L1->DNAJA3->GRPEL2->LONP1->AFG3L2->HSPD1->HSCB->SPG7
THCA,0.6943904995919348,random,260,HSPD1->YME1L1->DNAJA3->TRAP1->CLPX->CLPP->LONP1->HSPA9->DNAJC19->SPG7->HTRA2->AFG3L2->HSCB->HSPE1->GRPEL2
UCEC,0.5997367049132094,random,260,SPG7->DNAJA3->GRPEL2->YME1L1->HSPD1->HSPE1->DNAJC19->CLPP->HTRA2->TRAP1->HSPA9->HSCB->AFG3L2->CLPX->LONP1
BRCA,0.5589696096398427,random,261,HSPE1->HSPA9->LONP1->HSPD1->CLPX->GRPEL2->DNAJC19->DNAJA3->YME1L1->HSCB->TRAP1->CLPP->SPG7->HTRA2->AFG3L2
COAD,0.6239769358983019,random,261,GRPEL2->LONP1->DNAJC19->CLPX->HSPA9->AFG3L2->TRAP1->YME1L1->HTRA2->HSCB->SPG7->CLPP->DNAJA3->HSPD1->HSPE1
HNSC,0.6109501093750593,random,261,GRPEL2->HSCB->HSPE1->YME1L1->HSPA9->SPG7->HTRA2->DNAJC19->LONP1->AFG3L2->HSPD1->CLPX->CLPP->TRAP1->DNAJA3
KIRC,0.6734618610405299,random,261,HSPA9->GRPEL2->DNAJC19->CLPP->LONP1->HSPD1->HSCB->YME1L1->TRAP1->AFG3L2->HSPE1->CLPX->SPG7->HTRA2->DNAJA3
KIRP,0.7083894968897064,random,261,SPG7->AFG3L2->HSCB->CLPX->HSPD1->DNAJA3->DNAJC19->HSPA9->TRAP1->CLPP->LONP1->HTRA2->HSPE1->YME1L1->GRPEL2
LIHC,0.5984617803084156,random,261,LONP1->HSCB->HSPA9->CLPP->CLPX->DNAJA3->GRPEL2->TRAP1->AFG3L2->HSPD1->DNAJC19->SPG7->HSPE1->HTRA2->YME1L1
LUAD,0.5591283819687238,random,261,DNAJA3->SPG7->CLPP->HTRA2->AFG3L2->LONP1->GRPEL2->HSPE1->CLPX->HSPA9->TRAP1->DNAJC19->HSCB->YME1L1->HSPD1
LUSC,0.5618230411913427,random,261,TRAP1->LONP1->GRPEL2->HTRA2->HSPD1->CLPP->CLPX->DNAJC19->YME1L1->HSPA9->AFG3L2->HSCB->HSPE1->DNAJA3->SPG7
PRAD,0.6285561431644416,random,261,LONP1->SPG7->DNAJC19->HTRA2->CLPX->DNAJA3->HSCB->HSPE1->CLPP->HSPD1->YME1L1->TRAP1->AFG3L2->HSPA9->GRPEL2
STAD,0.612612648780388,random,261,HSCB->HSPA9->TRAP1->GRPEL2->CLPX->HSPE1->HSPD1->CLPP->LONP1->DNAJC19->HTRA2->AFG3L2->DNAJA3->SPG7->YME1L1
THCA,0.6946319481696785,random,261,HSCB->TRAP1->HSPA9->YME1L1->GRPEL2->HSPE1->DNAJA3->HSPD1->CLPP->LONP1->CLPX->SPG7->HTRA2->DNAJC19->AFG3L2
UCEC,0.6009551597064949,random,261,DNAJC19->HSCB->HSPD1->CLPP->HTRA2->LONP1->YME1L1->SPG7->GRPEL2->HSPA9->DNAJA3->CLPX->HSPE1->AFG3L2->TRAP1
BRCA,0.5620559107808933,random,262,GRPEL2->CLPX->HSPA9->DNAJC19->LONP1->AFG3L2->SPG7->HSPE1->CLPP->TRAP1->HSCB->YME1L1->HSPD1->DNAJA3->HTRA2
COAD,0.6405200943022732,random,262,TRAP1->GRPEL2->CLPX->HSPD1->LONP1->YME1L1->SPG7->HSPE1->HTRA2->HSCB->CLPP->DNAJA3->DNAJC19->AFG3L2->HSPA9
HNSC,0.6273110511755506,random,262,HSPE1->TRAP1->YME1L1->HTRA2->LONP1->AFG3L2->DNAJC19->HSCB->SPG7->HSPA9->CLPP->HSPD1->GRPEL2->DNAJA3->CLPX
KIRC,0.6703981027580432,random,262,HSPD1->TRAP1->CLPX->DNAJC19->YME1L1->HSCB->GRPEL2->DNAJA3->HSPA9->SPG7->AFG3L2->LONP1->HSPE1->HTRA2->CLPP
KIRP,0.7354877132365694,random,262,TRAP1->AFG3L2->CLPP->LONP1->CLPX->HSPE1->HSPA9->SPG7->HTRA2->HSPD1->DNAJA3->DNAJC19->YME1L1->HSCB->GRPEL2
LIHC,0.5977585468379216,random,262,HTRA2->HSPE1->LONP1->GRPEL2->TRAP1->HSCB->CLPP->DNAJC19->DNAJA3->HSPA9->AFG3L2->SPG7->YME1L1->CLPX->HSPD1
LUAD,0.5603492959402504,random,262,GRPEL2->YME1L1->DNAJC19->HSPD1->CLPP->HSCB->DNAJA3->LONP1->AFG3L2->CLPX->HSPA9->SPG7->HTRA2->TRAP1->HSPE1
LUSC,0.5625844913501452,random,262,HSCB->GRPEL2->HSPD1->HSPE1->HTRA2->DNAJC19->AFG3L2->LONP1->HSPA9->CLPP->DNAJA3->TRAP1->YME1L1->CLPX->SPG7
PRAD,0.6248948803140166,random,262,HSPA9->CLPX->CLPP->HSPD1->HTRA2->SPG7->HSCB->LONP1->DNAJA3->HSPE1->TRAP1->AFG3L2->DNAJC19->YME1L1->GRPEL2
STAD,0.5814478687283429,random,262,HTRA2->CLPX->SPG7->GRPEL2->HSPA9->DNAJC19->CLPP->DNAJA3->TRAP1->HSPD1->HSCB->LONP1->AFG3L2->YME1L1->HSPE1
THCA,0.6887399585731211,random,262,LONP1->HSPD1->GRPEL2->AFG3L2->SPG7->HSPE1->CLPX->TRAP1->HTRA2->YME1L1->DNAJC19->HSPA9->HSCB->CLPP->DNAJA3
UCEC,0.6045565789492044,random,262,HSPA9->SPG7->YME1L1->HSPE1->HSCB->DNAJC19->CLPX->DNAJA3->GRPEL2->HSPD1->TRAP1->CLPP->AFG3L2->LONP1->HTRA2
BRCA,0.5632697202182565,random,263,TRAP1->HSCB->DNAJA3->AFG3L2->YME1L1->HTRA2->GRPEL2->HSPD1->HSPA9->CLPP->LONP1->DNAJC19->CLPX->SPG7->HSPE1
COAD,0.6279667593219556,random,263,DNAJA3->SPG7->YME1L1->HSPA9->HSPE1->LONP1->GRPEL2->CLPP->HSCB->AFG3L2->HTRA2->TRAP1->HSPD1->DNAJC19->CLPX
HNSC,0.61553786950894,random,263,HTRA2->HSPA9->AFG3L2->HSPD1->CLPP->TRAP1->HSCB->YME1L1->CLPX->DNAJC19->DNAJA3->HSPE1->GRPEL2->LONP1->SPG7
KIRC,0.6760264715252629,random,263,HSCB->LONP1->TRAP1->HSPA9->GRPEL2->DNAJA3->HTRA2->SPG7->YME1L1->HSPE1->AFG3L2->CLPX->HSPD1->CLPP->DNAJC19
KIRP,0.7236635988788117,random,263,GRPEL2->HTRA2->DNAJA3->DNAJC19->HSPE1->AFG3L2->CLPP->HSCB->CLPX->TRAP1->LONP1->SPG7->HSPA9->HSPD1->YME1L1
LIHC,0.5886779100947075,random,263,HSPE1->HSCB->CLPP->CLPX->HSPD1->HSPA9->HTRA2->DNAJA3->SPG7->AFG3L2->DNAJC19->GRPEL2->LONP1->YME1L1->TRAP1
LUAD,0.5806178438682149,random,263,CLPX->TRAP1->HSPA9->GRPEL2->HTRA2->DNAJA3->AFG3L2->HSPD1->HSCB->SPG7->CLPP->HSPE1->YME1L1->DNAJC19->LONP1
LUSC,0.5645380082096962,random,263,CLPP->LONP1->HSPE1->HSPD1->TRAP1->GRPEL2->DNAJC19->AFG3L2->HSPA9->DNAJA3->SPG7->CLPX->HSCB->HTRA2->YME1L1
PRAD,0.6201142545458918,random,263,CLPP->HSPA9->AFG3L2->DNAJA3->TRAP1->HSCB->HSPD1->YME1L1->HTRA2->DNAJC19->LONP1->CLPX->SPG7->HSPE1->GRPEL2
STAD,0.58839856390128,random,263,AFG3L2->HTRA2->TRAP1->GRPEL2->HSCB->SPG7->HSPE1->CLPX->CLPP->YME1L1->DNAJC19->HSPA9->LONP1->DNAJA3->HSPD1
THCA,0.7002509025240217,random,263,LONP1->HTRA2->HSPD1->TRAP1->DNAJA3->HSPE1->YME1L1->SPG7->AFG3L2->DNAJC19->GRPEL2->HSCB->HSPA9->CLPP->CLPX
UCEC,0.5963980078276068,random,263,HSPE1->AFG3L2->DNAJA3->CLPX->HSPD1->HTRA2->HSCB->DNAJC19->SPG7->GRPEL2->TRAP1->LONP1->HSPA9->CLPP->YME1L1
BRCA,0.554173089899633,random,264,SPG7->TRAP1->AFG3L2->LONP1->DNAJC19->HSPE1->HTRA2->GRPEL2->HSPD1->CLPX->YME1L1->HSCB->DNAJA3->HSPA9->CLPP
COAD,0.6320162837989587,random,264,SPG7->HSPE1->CLPP->HSPA9->TRAP1->CLPX->HSCB->DNAJA3->YME1L1->HSPD1->DNAJC19->LONP1->HTRA2->GRPEL2->AFG3L2
HNSC,0.6111628919885806,random,264,HSPD1->CLPX->HTRA2->TRAP1->GRPEL2->HSCB->YME1L1->AFG3L2->HSPA9->DNAJA3->DNAJC19->LONP1->HSPE1->CLPP->SPG7
KIRC,0.6252322229251965,random,264,SPG7->DNAJA3->HSPE1->LONP1->CLPX->HSCB->TRAP1->HSPA9->HSPD1->GRPEL2->AFG3L2->HTRA2->DNAJC19->YME1L1->CLPP
KIRP,0.7304006767049321,random,264,TRAP1->DNAJC19->DNAJA3->HSPD1->SPG7->HSPA9->AFG3L2->LONP1->YME1L1->HSPE1->HTRA2->CLPX->GRPEL2->HSCB->CLPP
LIHC,0.6001651551978128,random,264,AFG3L2->CLPX->CLPP->HTRA2->DNAJC19->TRAP1->YME1L1->HSPE1->DNAJA3->HSPD1->HSPA9->SPG7->GRPEL2->LONP1->HSCB
LUAD,0.571935336942932,random,264,DNAJA3->DNAJC19->LONP1->HSCB->TRAP1->SPG7->HSPD1->HSPA9->GRPEL2->HTRA2->CLPX->HSPE1->AFG3L2->YME1L1->CLPP
LUSC,0.5595944673423222,random,264,CLPP->DNAJC19->CLPX->HTRA2->GRPEL2->SPG7->HSPE1->HSPA9->YME1L1->TRAP1->HSPD1->DNAJA3->AFG3L2->LONP1->HSCB
PRAD,0.6172260234515935,random,264,HTRA2->HSPE1->DNAJC19->HSPD1->AFG3L2->YME1L1->HSPA9->CLPX->SPG7->GRPEL2->DNAJA3->CLPP->TRAP1->LONP1->HSCB
STAD,0.5900431338822225,random,264,SPG7->HTRA2->YME1L1->GRPEL2->CLPX->HSPD1->HSPE1->LONP1->CLPP->HSCB->DNAJA3->HSPA9->DNAJC19->AFG3L2->TRAP1
THCA,0.6855854521792476,random,264,HSPE1->CLPP->SPG7->YME1L1->AFG3L2->GRPEL2->CLPX->LONP1->TRAP1->HSCB->HSPA9->DNAJC19->HSPD1->HTRA2->DNAJA3
UCEC,0.622630309517517,random,264,GRPEL2->LONP1->HTRA2->AFG3L2->HSPD1->TRAP1->DNAJC19->HSPA9->HSCB->HSPE1->YME1L1->CLPX->DNAJA3->CLPP->SPG7
BRCA,0.5704749580759836,random,265,LONP1->HSCB->SPG7->TRAP1->HTRA2->CLPP->HSPA9->HSPE1->HSPD1->CLPX->YME1L1->DNAJA3->DNAJC19->AFG3L2->GRPEL2
