cancer,under_curve,run_type,sim,chap_removed
STAD,0.6033975462969456,random,30,DNAJC19->HSPA9->DNAJA3->LONP1->GRPEL2->AFG3L2->SPG7->TRAP1->HSPD1->CLPX->YME1L1->HSPE1->HTRA2->HSCB->CLPP
THCA,0.6683929290063002,random,30,HSCB->CLPP->SPG7->HSPA9->HSPE1->HTRA2->DNAJC19->LONP1->HSPD1->AFG3L2->GRPEL2->YME1L1->CLPX->TRAP1->DNAJA3
UCEC,0.5997905893902735,random,30,AFG3L2->GRPEL2->CLPP->HSPD1->TRAP1->LONP1->SPG7->DNAJC19->HSPA9->HSCB->CLPX->HTRA2->HSPE1->DNAJA3->YME1L1
BRCA,0.5624053620918353,random,31,CLPP->DNAJA3->CLPX->HSPE1->TRAP1->YME1L1->AFG3L2->HSPD1->SPG7->HTRA2->DNAJC19->GRPEL2->LONP1->HSPA9->HSCB
COAD,0.6161362712899863,random,31,HSPD1->HSPE1->YME1L1->DNAJA3->DNAJC19->AFG3L2->HSCB->LONP1->CLPX->HTRA2->TRAP1->HSPA9->SPG7->CLPP->GRPEL2
HNSC,0.5841538011426686,random,31,DNAJC19->DNAJA3->LONP1->GRPEL2->SPG7->HSCB->HSPA9->CLPX->TRAP1->CLPP->HSPD1->HTRA2->AFG3L2->YME1L1->HSPE1
KIRC,0.6632675204880405,random,31,AFG3L2->TRAP1->GRPEL2->CLPP->YME1L1->DNAJC19->HTRA2->LONP1->HSPE1->HSPD1->HSPA9->DNAJA3->SPG7->HSCB->CLPX
KIRP,0.7159624872682423,random,31,YME1L1->CLPX->HSPE1->HSPD1->DNAJC19->DNAJA3->GRPEL2->SPG7->HTRA2->AFG3L2->LONP1->TRAP1->CLPP->HSPA9->HSCB
LIHC,0.6046228953707353,random,31,HTRA2->GRPEL2->DNAJC19->SPG7->HSPA9->HSCB->HSPD1->AFG3L2->DNAJA3->CLPP->YME1L1->HSPE1->LONP1->TRAP1->CLPX
LUAD,0.5654616628646015,random,31,SPG7->HSCB->HTRA2->YME1L1->GRPEL2->HSPD1->AFG3L2->DNAJC19->TRAP1->LONP1->CLPX->HSPE1->CLPP->HSPA9->DNAJA3
LUSC,0.5549119418508602,random,31,LONP1->AFG3L2->HSPE1->DNAJC19->HSPA9->HTRA2->DNAJA3->GRPEL2->CLPP->HSCB->YME1L1->TRAP1->CLPX->SPG7->HSPD1
PRAD,0.6157434005631326,random,31,AFG3L2->GRPEL2->CLPP->CLPX->TRAP1->HTRA2->HSCB->DNAJC19->HSPE1->YME1L1->SPG7->HSPA9->HSPD1->DNAJA3->LONP1
STAD,0.5905264014045719,random,31,HSPE1->CLPX->HSCB->HSPA9->HTRA2->HSPD1->DNAJC19->DNAJA3->AFG3L2->GRPEL2->SPG7->TRAP1->YME1L1->LONP1->CLPP
THCA,0.6886114708975575,random,31,HSPA9->GRPEL2->SPG7->HSCB->LONP1->HSPD1->DNAJC19->TRAP1->HTRA2->CLPX->HSPE1->AFG3L2->YME1L1->CLPP->DNAJA3
UCEC,0.6065995443795478,random,31,AFG3L2->YME1L1->HSPE1->HSCB->SPG7->CLPP->DNAJC19->LONP1->HSPA9->CLPX->DNAJA3->GRPEL2->HSPD1->HTRA2->TRAP1
BRCA,0.5635994592597913,random,32,DNAJA3->HSPD1->LONP1->CLPX->HSPE1->SPG7->AFG3L2->DNAJC19->TRAP1->CLPP->YME1L1->HSPA9->HSCB->GRPEL2->HTRA2
COAD,0.6195332594484868,random,32,CLPP->HSPE1->CLPX->DNAJC19->HSCB->HSPD1->YME1L1->LONP1->GRPEL2->SPG7->AFG3L2->HSPA9->HTRA2->TRAP1->DNAJA3
HNSC,0.6162089701485758,random,32,CLPX->TRAP1->HSPA9->LONP1->HSPE1->DNAJC19->YME1L1->CLPP->HSCB->DNAJA3->GRPEL2->HSPD1->HTRA2->AFG3L2->SPG7
KIRC,0.6651315962142743,random,32,GRPEL2->HSPE1->CLPX->DNAJC19->HSCB->YME1L1->LONP1->AFG3L2->SPG7->CLPP->HSPA9->DNAJA3->TRAP1->HSPD1->HTRA2
KIRP,0.7011053632164463,random,32,HSCB->HTRA2->YME1L1->AFG3L2->CLPP->TRAP1->SPG7->HSPE1->GRPEL2->HSPD1->DNAJA3->LONP1->DNAJC19->HSPA9->CLPX
LIHC,0.6158304123689227,random,32,LONP1->HSCB->AFG3L2->GRPEL2->DNAJA3->HSPE1->CLPP->CLPX->HSPA9->HTRA2->SPG7->YME1L1->TRAP1->HSPD1->DNAJC19
LUAD,0.5718131115696821,random,32,LONP1->HSPE1->HSPA9->YME1L1->CLPX->HSPD1->TRAP1->DNAJC19->GRPEL2->CLPP->AFG3L2->SPG7->HSCB->DNAJA3->HTRA2
LUSC,0.5618914978109866,random,32,LONP1->SPG7->HSPA9->CLPP->CLPX->AFG3L2->GRPEL2->DNAJC19->DNAJA3->HSPE1->HSPD1->HTRA2->TRAP1->YME1L1->HSCB
PRAD,0.6118584205380408,random,32,AFG3L2->HSPA9->HSPE1->YME1L1->HSCB->TRAP1->LONP1->SPG7->HSPD1->DNAJA3->GRPEL2->DNAJC19->CLPX->HTRA2->CLPP
STAD,0.5887671985699361,random,32,HTRA2->AFG3L2->DNAJC19->DNAJA3->HSPE1->GRPEL2->TRAP1->LONP1->SPG7->HSPD1->YME1L1->HSCB->HSPA9->CLPX->CLPP
THCA,0.6890604111726202,random,32,LONP1->AFG3L2->HSPD1->CLPX->HSCB->DNAJA3->HTRA2->HSPA9->YME1L1->SPG7->TRAP1->CLPP->GRPEL2->HSPE1->DNAJC19
UCEC,0.5879387910511522,random,32,HSPE1->CLPP->HTRA2->DNAJC19->SPG7->LONP1->HSCB->GRPEL2->TRAP1->HSPD1->AFG3L2->CLPX->HSPA9->DNAJA3->YME1L1
BRCA,0.5644572019930356,random,33,HTRA2->HSPE1->CLPP->CLPX->TRAP1->LONP1->YME1L1->HSPD1->HSCB->SPG7->HSPA9->DNAJC19->DNAJA3->AFG3L2->GRPEL2
COAD,0.6363041490925747,random,33,HSCB->LONP1->AFG3L2->GRPEL2->TRAP1->CLPX->DNAJA3->HSPD1->SPG7->CLPP->HSPE1->YME1L1->DNAJC19->HSPA9->HTRA2
HNSC,0.5994774087780642,random,33,DNAJA3->CLPX->DNAJC19->HSPE1->LONP1->HSPD1->CLPP->HSPA9->HTRA2->AFG3L2->YME1L1->GRPEL2->SPG7->HSCB->TRAP1
KIRC,0.657748717975332,random,33,LONP1->YME1L1->HTRA2->SPG7->AFG3L2->HSPA9->HSCB->CLPP->DNAJA3->TRAP1->CLPX->DNAJC19->HSPE1->GRPEL2->HSPD1
KIRP,0.728730334720185,random,33,DNAJA3->HSPD1->YME1L1->AFG3L2->CLPX->TRAP1->SPG7->CLPP->HSPE1->DNAJC19->HTRA2->HSPA9->GRPEL2->LONP1->HSCB
LIHC,0.6035581037226367,random,33,HSPE1->HSCB->HTRA2->GRPEL2->HSPA9->LONP1->SPG7->HSPD1->CLPP->CLPX->DNAJC19->DNAJA3->YME1L1->TRAP1->AFG3L2
LUAD,0.5685307082816886,random,33,DNAJA3->SPG7->GRPEL2->LONP1->CLPP->AFG3L2->HSPE1->HSPA9->CLPX->HSPD1->HTRA2->YME1L1->DNAJC19->HSCB->TRAP1
LUSC,0.5487437788050114,random,33,GRPEL2->CLPP->HSPA9->DNAJC19->HSCB->TRAP1->LONP1->SPG7->YME1L1->CLPX->AFG3L2->HTRA2->HSPD1->DNAJA3->HSPE1
PRAD,0.634013358969179,random,33,HTRA2->DNAJA3->GRPEL2->AFG3L2->HSCB->HSPA9->YME1L1->CLPP->SPG7->DNAJC19->HSPE1->LONP1->CLPX->TRAP1->HSPD1
STAD,0.5998894741778381,random,33,HTRA2->HSCB->AFG3L2->HSPE1->LONP1->DNAJA3->CLPX->TRAP1->GRPEL2->YME1L1->HSPA9->DNAJC19->HSPD1->CLPP->SPG7
THCA,0.712027625664456,random,33,AFG3L2->DNAJA3->DNAJC19->YME1L1->LONP1->HTRA2->HSPE1->CLPP->GRPEL2->HSPA9->CLPX->SPG7->HSCB->HSPD1->TRAP1
UCEC,0.6100481834655539,random,33,HSCB->DNAJA3->HTRA2->LONP1->GRPEL2->CLPX->YME1L1->DNAJC19->AFG3L2->SPG7->HSPE1->HSPD1->CLPP->HSPA9->TRAP1
BRCA,0.5661683835198821,random,34,HSPA9->CLPP->TRAP1->HSPE1->HSCB->YME1L1->GRPEL2->SPG7->HTRA2->LONP1->DNAJA3->DNAJC19->HSPD1->CLPX->AFG3L2
COAD,0.6258624900633103,random,34,HTRA2->LONP1->SPG7->HSCB->DNAJA3->DNAJC19->CLPP->AFG3L2->HSPA9->YME1L1->TRAP1->HSPD1->CLPX->GRPEL2->HSPE1
HNSC,0.6265076719476617,random,34,CLPP->TRAP1->HSPA9->HTRA2->YME1L1->HSCB->HSPD1->DNAJA3->CLPX->HSPE1->DNAJC19->LONP1->AFG3L2->SPG7->GRPEL2
KIRC,0.6705584833902862,random,34,GRPEL2->HSCB->HSPD1->LONP1->AFG3L2->TRAP1->SPG7->HTRA2->HSPA9->CLPP->DNAJA3->CLPX->HSPE1->YME1L1->DNAJC19
KIRP,0.7310907694887234,random,34,HTRA2->HSPD1->TRAP1->GRPEL2->LONP1->AFG3L2->DNAJC19->HSCB->HSPA9->CLPP->DNAJA3->CLPX->HSPE1->SPG7->YME1L1
LIHC,0.6041868146621481,random,34,HTRA2->LONP1->CLPP->TRAP1->HSPE1->DNAJC19->GRPEL2->CLPX->DNAJA3->AFG3L2->HSPA9->YME1L1->SPG7->HSCB->HSPD1
LUAD,0.5821453922010836,random,34,GRPEL2->YME1L1->LONP1->TRAP1->CLPP->HSCB->HSPE1->HSPA9->DNAJA3->SPG7->DNAJC19->HTRA2->HSPD1->CLPX->AFG3L2
LUSC,0.561500874421875,random,34,AFG3L2->HSPD1->GRPEL2->TRAP1->DNAJA3->HSPA9->HTRA2->LONP1->HSCB->HSPE1->YME1L1->CLPX->DNAJC19->SPG7->CLPP
PRAD,0.6181301064009794,random,34,CLPP->AFG3L2->HSCB->TRAP1->DNAJC19->CLPX->HSPA9->HSPD1->YME1L1->SPG7->LONP1->DNAJA3->HTRA2->HSPE1->GRPEL2
STAD,0.6026083326976673,random,34,HSCB->DNAJA3->SPG7->HSPE1->HTRA2->DNAJC19->HSPA9->HSPD1->LONP1->CLPX->CLPP->YME1L1->TRAP1->GRPEL2->AFG3L2
THCA,0.6997480608335024,random,34,CLPX->LONP1->HSPA9->DNAJA3->DNAJC19->HTRA2->HSCB->SPG7->HSPE1->CLPP->TRAP1->HSPD1->AFG3L2->YME1L1->GRPEL2
UCEC,0.6120266798369606,random,34,LONP1->YME1L1->CLPX->HSPE1->AFG3L2->HSPD1->SPG7->TRAP1->GRPEL2->HSCB->DNAJC19->HSPA9->DNAJA3->CLPP->HTRA2
BRCA,0.5575438918019402,random,35,HSPD1->YME1L1->HSPE1->AFG3L2->HSPA9->CLPX->GRPEL2->LONP1->HSCB->DNAJA3->SPG7->CLPP->DNAJC19->HTRA2->TRAP1
COAD,0.6370214689146588,random,35,DNAJA3->GRPEL2->HSPD1->LONP1->CLPP->AFG3L2->HSPA9->SPG7->HSPE1->HTRA2->TRAP1->DNAJC19->HSCB->CLPX->YME1L1
HNSC,0.5955765335307261,random,35,HSPD1->DNAJA3->AFG3L2->HSPA9->DNAJC19->TRAP1->CLPX->LONP1->SPG7->HSPE1->GRPEL2->HSCB->YME1L1->CLPP->HTRA2
KIRC,0.6547646704595727,random,35,LONP1->DNAJA3->TRAP1->HSPE1->GRPEL2->CLPP->HSPA9->DNAJC19->HSPD1->SPG7->YME1L1->HTRA2->HSCB->AFG3L2->CLPX
KIRP,0.7169157357781928,random,35,CLPX->HTRA2->LONP1->HSCB->CLPP->YME1L1->DNAJA3->HSPA9->DNAJC19->HSPE1->TRAP1->AFG3L2->GRPEL2->HSPD1->SPG7
LIHC,0.6186440329252246,random,35,DNAJA3->HSPA9->GRPEL2->AFG3L2->TRAP1->CLPP->CLPX->HSPD1->HSPE1->LONP1->HSCB->HTRA2->DNAJC19->YME1L1->SPG7
LUAD,0.5779556784869103,random,35,HTRA2->AFG3L2->TRAP1->LONP1->DNAJA3->HSCB->YME1L1->CLPP->HSPD1->CLPX->SPG7->GRPEL2->HSPE1->DNAJC19->HSPA9
LUSC,0.5598157752475554,random,35,HSPD1->SPG7->DNAJA3->HSPE1->CLPP->HSPA9->HTRA2->TRAP1->CLPX->LONP1->DNAJC19->HSCB->GRPEL2->YME1L1->AFG3L2
PRAD,0.628672068233731,random,35,HTRA2->TRAP1->CLPP->HSCB->HSPD1->DNAJC19->GRPEL2->DNAJA3->SPG7->HSPA9->LONP1->HSPE1->YME1L1->AFG3L2->CLPX
STAD,0.5747220841597876,random,35,HTRA2->DNAJC19->CLPP->HSCB->CLPX->YME1L1->LONP1->TRAP1->HSPA9->GRPEL2->AFG3L2->SPG7->DNAJA3->HSPE1->HSPD1
THCA,0.7120419890701424,random,35,DNAJA3->CLPP->DNAJC19->HSPA9->TRAP1->YME1L1->HSPE1->AFG3L2->HSCB->HSPD1->GRPEL2->SPG7->HTRA2->CLPX->LONP1
UCEC,0.6009430409509098,random,35,CLPX->HTRA2->YME1L1->HSCB->LONP1->AFG3L2->HSPD1->DNAJA3->SPG7->CLPP->HSPE1->DNAJC19->HSPA9->TRAP1->GRPEL2
BRCA,0.5609024757889899,random,36,YME1L1->HSPE1->SPG7->CLPX->CLPP->DNAJC19->AFG3L2->HSPA9->DNAJA3->LONP1->HTRA2->GRPEL2->HSCB->TRAP1->HSPD1
COAD,0.6367728104543392,random,36,HTRA2->HSPA9->AFG3L2->HSPE1->SPG7->DNAJC19->HSPD1->DNAJA3->YME1L1->CLPX->GRPEL2->CLPP->HSCB->TRAP1->LONP1
HNSC,0.5833966710699983,random,36,SPG7->DNAJA3->HTRA2->YME1L1->HSPE1->TRAP1->AFG3L2->HSPA9->HSCB->LONP1->GRPEL2->CLPX->HSPD1->CLPP->DNAJC19
KIRC,0.6729340710447759,random,36,DNAJC19->GRPEL2->HSCB->HSPD1->AFG3L2->YME1L1->LONP1->HTRA2->CLPX->DNAJA3->HSPE1->HSPA9->CLPP->TRAP1->SPG7
KIRP,0.7360674097788025,random,36,DNAJA3->LONP1->DNAJC19->HSPE1->YME1L1->HSPD1->HSCB->TRAP1->CLPX->HTRA2->AFG3L2->HSPA9->SPG7->GRPEL2->CLPP
LIHC,0.6033598250828031,random,36,DNAJA3->CLPX->CLPP->HTRA2->YME1L1->SPG7->HSPE1->HSCB->HSPD1->AFG3L2->HSPA9->GRPEL2->DNAJC19->LONP1->TRAP1
LUAD,0.5597866304666745,random,36,HTRA2->DNAJA3->TRAP1->CLPP->HSCB->GRPEL2->YME1L1->DNAJC19->SPG7->CLPX->HSPA9->HSPD1->AFG3L2->LONP1->HSPE1
LUSC,0.5652915822867794,random,36,TRAP1->LONP1->HTRA2->SPG7->HSCB->HSPA9->HSPD1->GRPEL2->DNAJA3->CLPX->HSPE1->DNAJC19->AFG3L2->CLPP->YME1L1
PRAD,0.6142099412852149,random,36,TRAP1->HTRA2->HSCB->HSPD1->HSPA9->LONP1->HSPE1->SPG7->DNAJA3->DNAJC19->CLPX->YME1L1->GRPEL2->CLPP->AFG3L2
STAD,0.6030803307964302,random,36,GRPEL2->HSPA9->HSCB->TRAP1->HSPD1->HTRA2->DNAJA3->SPG7->HSPE1->YME1L1->CLPP->CLPX->LONP1->AFG3L2->DNAJC19
THCA,0.6945357597428126,random,36,HSPD1->CLPP->YME1L1->AFG3L2->TRAP1->CLPX->HTRA2->HSCB->DNAJA3->HSPA9->DNAJC19->LONP1->SPG7->HSPE1->GRPEL2
UCEC,0.6008586143239734,random,36,AFG3L2->CLPP->HSPA9->HTRA2->LONP1->YME1L1->HSPE1->SPG7->HSPD1->GRPEL2->TRAP1->HSCB->DNAJC19->CLPX->DNAJA3
BRCA,0.5676814572600141,random,37,CLPP->HTRA2->DNAJA3->TRAP1->HSPE1->GRPEL2->DNAJC19->SPG7->LONP1->HSPA9->HSCB->AFG3L2->HSPD1->YME1L1->CLPX
COAD,0.6282796615280535,random,37,SPG7->HSCB->HSPD1->HSPA9->DNAJC19->HSPE1->TRAP1->GRPEL2->CLPP->LONP1->CLPX->DNAJA3->AFG3L2->HTRA2->YME1L1
HNSC,0.6026215419160138,random,37,TRAP1->HSPE1->CLPX->LONP1->SPG7->CLPP->HTRA2->HSPD1->DNAJA3->DNAJC19->AFG3L2->YME1L1->HSPA9->GRPEL2->HSCB
KIRC,0.6482189603973019,random,37,SPG7->CLPX->HSPA9->HSCB->TRAP1->HSPE1->DNAJA3->YME1L1->GRPEL2->AFG3L2->CLPP->DNAJC19->LONP1->HSPD1->HTRA2
KIRP,0.7293119212003794,random,37,DNAJC19->DNAJA3->HSPA9->CLPX->GRPEL2->HTRA2->HSPE1->HSPD1->YME1L1->HSCB->CLPP->SPG7->LONP1->TRAP1->AFG3L2
LIHC,0.6120308285615459,random,37,HTRA2->LONP1->YME1L1->HSPE1->CLPP->TRAP1->GRPEL2->DNAJA3->SPG7->AFG3L2->HSPD1->CLPX->DNAJC19->HSCB->HSPA9
LUAD,0.5610081238822754,random,37,SPG7->DNAJC19->HSPA9->HSPE1->CLPP->YME1L1->TRAP1->LONP1->HSPD1->AFG3L2->CLPX->DNAJA3->GRPEL2->HTRA2->HSCB
LUSC,0.5461829804411911,random,37,SPG7->HSPA9->GRPEL2->AFG3L2->TRAP1->CLPP->CLPX->DNAJC19->HTRA2->LONP1->DNAJA3->YME1L1->HSPD1->HSCB->HSPE1
PRAD,0.6141720702870603,random,37,CLPX->HTRA2->SPG7->LONP1->GRPEL2->AFG3L2->CLPP->HSPA9->DNAJC19->DNAJA3->YME1L1->TRAP1->HSPD1->HSCB->HSPE1
STAD,0.5997629649398639,random,37,AFG3L2->HSPA9->LONP1->YME1L1->HSCB->SPG7->TRAP1->CLPX->HSPE1->HTRA2->DNAJC19->DNAJA3->HSPD1->CLPP->GRPEL2
THCA,0.691445831633402,random,37,TRAP1->AFG3L2->CLPP->HTRA2->GRPEL2->DNAJC19->CLPX->DNAJA3->YME1L1->HSCB->HSPD1->HSPE1->HSPA9->LONP1->SPG7
UCEC,0.6000325458054193,random,37,AFG3L2->YME1L1->HTRA2->CLPP->DNAJC19->LONP1->GRPEL2->HSPE1->TRAP1->HSCB->SPG7->CLPX->DNAJA3->HSPA9->HSPD1
BRCA,0.5674358673045782,random,38,CLPP->TRAP1->DNAJC19->DNAJA3->GRPEL2->LONP1->HTRA2->HSPE1->HSCB->AFG3L2->SPG7->HSPD1->CLPX->HSPA9->YME1L1
COAD,0.6211642721072146,random,38,CLPP->HSPD1->GRPEL2->CLPX->LONP1->HSCB->HSPA9->HSPE1->DNAJA3->HTRA2->SPG7->DNAJC19->AFG3L2->YME1L1->TRAP1
HNSC,0.6033903612648506,random,38,HSPD1->DNAJC19->HSPE1->DNAJA3->GRPEL2->LONP1->HSCB->YME1L1->SPG7->AFG3L2->HTRA2->CLPX->TRAP1->CLPP->HSPA9
KIRC,0.6493109769099704,random,38,HSPA9->CLPP->HSCB->DNAJC19->SPG7->LONP1->HSPD1->DNAJA3->YME1L1->AFG3L2->HTRA2->HSPE1->GRPEL2->TRAP1->CLPX
KIRP,0.7260473033001915,random,38,GRPEL2->HSPA9->HTRA2->CLPP->CLPX->AFG3L2->DNAJA3->DNAJC19->HSCB->SPG7->HSPE1->HSPD1->YME1L1->TRAP1->LONP1
LIHC,0.6051274521647372,random,38,HSPE1->LONP1->HSPA9->HSCB->DNAJA3->HTRA2->AFG3L2->SPG7->TRAP1->CLPX->DNAJC19->HSPD1->YME1L1->GRPEL2->CLPP
LUAD,0.5728449756499726,random,38,HSPD1->CLPX->HSPE1->DNAJA3->HSPA9->GRPEL2->CLPP->HTRA2->LONP1->DNAJC19->HSCB->AFG3L2->SPG7->YME1L1->TRAP1
LUSC,0.5595070411220606,random,38,HSCB->DNAJC19->TRAP1->HSPA9->HTRA2->SPG7->CLPP->CLPX->HSPD1->DNAJA3->GRPEL2->AFG3L2->HSPE1->YME1L1->LONP1
PRAD,0.634257358202077,random,38,DNAJA3->LONP1->HSCB->HSPD1->DNAJC19->HSPE1->AFG3L2->HSPA9->HTRA2->CLPP->GRPEL2->YME1L1->TRAP1->CLPX->SPG7
STAD,0.5993968616125236,random,38,HTRA2->DNAJA3->CLPP->TRAP1->HSCB->HSPD1->HSPE1->LONP1->SPG7->DNAJC19->HSPA9->GRPEL2->YME1L1->AFG3L2->CLPX
THCA,0.6851123396610405,random,38,CLPP->GRPEL2->SPG7->TRAP1->HSPA9->CLPX->HSPD1->AFG3L2->DNAJC19->YME1L1->HTRA2->LONP1->HSPE1->HSCB->DNAJA3
UCEC,0.6043565923323357,random,38,HSPE1->HTRA2->LONP1->SPG7->GRPEL2->HSPD1->CLPX->DNAJC19->AFG3L2->CLPP->HSCB->YME1L1->TRAP1->HSPA9->DNAJA3
BRCA,0.5475581845879177,random,39,HSPE1->HSCB->CLPP->HSPD1->YME1L1->DNAJC19->HSPA9->HTRA2->SPG7->TRAP1->GRPEL2->DNAJA3->AFG3L2->CLPX->LONP1
COAD,0.6151065797958661,random,39,CLPP->HSPE1->YME1L1->HSPA9->LONP1->CLPX->HSCB->AFG3L2->SPG7->HTRA2->DNAJC19->GRPEL2->DNAJA3->TRAP1->HSPD1
HNSC,0.602869205972328,random,39,HSPD1->CLPX->TRAP1->CLPP->HSPA9->HTRA2->HSCB->GRPEL2->YME1L1->AFG3L2->SPG7->LONP1->DNAJC19->HSPE1->DNAJA3
KIRC,0.6600000735036474,random,39,LONP1->HSPE1->DNAJA3->HSPD1->CLPX->YME1L1->AFG3L2->HTRA2->HSPA9->HSCB->CLPP->SPG7->GRPEL2->TRAP1->DNAJC19
KIRP,0.7219145167082164,random,39,DNAJA3->TRAP1->CLPP->GRPEL2->SPG7->HSPE1->DNAJC19->LONP1->HTRA2->HSPA9->CLPX->HSPD1->HSCB->YME1L1->AFG3L2
LIHC,0.6031375724428643,random,39,HSPD1->YME1L1->DNAJA3->CLPP->DNAJC19->AFG3L2->SPG7->CLPX->LONP1->HSPE1->HSPA9->TRAP1->HTRA2->HSCB->GRPEL2
LUAD,0.5630901608278747,random,39,DNAJC19->CLPX->TRAP1->HSPE1->DNAJA3->HTRA2->GRPEL2->AFG3L2->HSPA9->YME1L1->CLPP->HSCB->LONP1->SPG7->HSPD1
LUSC,0.5671563868059066,random,39,CLPX->TRAP1->CLPP->HSPD1->DNAJA3->SPG7->HSPE1->DNAJC19->YME1L1->HTRA2->LONP1->GRPEL2->HSCB->AFG3L2->HSPA9
PRAD,0.6136145226334659,random,39,CLPP->SPG7->CLPX->TRAP1->DNAJA3->HSPD1->HSPE1->AFG3L2->GRPEL2->HSPA9->HTRA2->YME1L1->HSCB->DNAJC19->LONP1
STAD,0.5978697932548612,random,39,LONP1->TRAP1->DNAJC19->HTRA2->YME1L1->HSPE1->HSPA9->AFG3L2->SPG7->CLPX->HSCB->DNAJA3->CLPP->HSPD1->GRPEL2
THCA,0.7060838842901196,random,39,HSPA9->DNAJA3->HSPD1->HSCB->GRPEL2->LONP1->AFG3L2->TRAP1->CLPX->HSPE1->DNAJC19->CLPP->SPG7->YME1L1->HTRA2
UCEC,0.6032414079501824,random,39,HTRA2->LONP1->DNAJA3->TRAP1->AFG3L2->HSPA9->DNAJC19->CLPX->HSPE1->HSCB->YME1L1->SPG7->CLPP->HSPD1->GRPEL2
BRCA,0.5553988916624968,random,40,YME1L1->SPG7->AFG3L2->HSPA9->HSPE1->LONP1->DNAJC19->HSCB->CLPX->GRPEL2->DNAJA3->TRAP1->HTRA2->CLPP->HSPD1
COAD,0.6423939915499701,random,40,HSPE1->SPG7->GRPEL2->TRAP1->DNAJA3->HSPA9->LONP1->CLPX->HTRA2->HSCB->DNAJC19->CLPP->HSPD1->YME1L1->AFG3L2
HNSC,0.6080664515624576,random,40,HTRA2->YME1L1->AFG3L2->HSPA9->CLPP->DNAJA3->HSCB->LONP1->SPG7->GRPEL2->TRAP1->DNAJC19->HSPD1->HSPE1->CLPX
KIRC,0.6753702189836079,random,40,HSPA9->AFG3L2->HSCB->LONP1->CLPX->HSPE1->YME1L1->CLPP->DNAJC19->TRAP1->DNAJA3->HSPD1->HTRA2->SPG7->GRPEL2
KIRP,0.722302676619192,random,40,DNAJC19->LONP1->HSPE1->HTRA2->YME1L1->GRPEL2->HSPD1->HSPA9->SPG7->TRAP1->HSCB->CLPP->DNAJA3->CLPX->AFG3L2
LIHC,0.6094030101998339,random,40,HSCB->DNAJA3->GRPEL2->HTRA2->SPG7->HSPE1->TRAP1->CLPP->YME1L1->LONP1->DNAJC19->CLPX->AFG3L2->HSPA9->HSPD1
LUAD,0.5713301015424943,random,40,YME1L1->TRAP1->HSPE1->SPG7->AFG3L2->GRPEL2->HSPD1->CLPX->HTRA2->DNAJA3->CLPP->DNAJC19->HSPA9->HSCB->LONP1
LUSC,0.554010320332937,random,40,DNAJC19->SPG7->CLPP->TRAP1->HSCB->AFG3L2->HTRA2->GRPEL2->LONP1->CLPX->HSPE1->YME1L1->HSPD1->DNAJA3->HSPA9
PRAD,0.6192414695100861,random,40,TRAP1->AFG3L2->DNAJC19->GRPEL2->DNAJA3->CLPX->YME1L1->LONP1->HSPD1->SPG7->HSPA9->HSPE1->HSCB->HTRA2->CLPP
STAD,0.5942439436844474,random,40,HSPA9->TRAP1->YME1L1->HTRA2->HSCB->SPG7->DNAJA3->LONP1->DNAJC19->CLPP->HSPE1->GRPEL2->CLPX->AFG3L2->HSPD1
THCA,0.6986645715647264,random,40,HSPD1->LONP1->HSPA9->CLPP->HSCB->CLPX->SPG7->DNAJC19->AFG3L2->TRAP1->DNAJA3->YME1L1->HTRA2->GRPEL2->HSPE1
UCEC,0.5978531074924969,random,40,HSPE1->HSPD1->HSCB->LONP1->HTRA2->TRAP1->DNAJC19->AFG3L2->GRPEL2->CLPP->HSPA9->YME1L1->DNAJA3->SPG7->CLPX
BRCA,0.5639048568074738,random,41,TRAP1->HSCB->HTRA2->LONP1->GRPEL2->HSPA9->DNAJC19->AFG3L2->CLPP->YME1L1->DNAJA3->CLPX->SPG7->HSPD1->HSPE1
COAD,0.6203976583509103,random,41,SPG7->DNAJA3->TRAP1->HSPD1->CLPP->LONP1->HSCB->GRPEL2->AFG3L2->HSPE1->DNAJC19->HTRA2->CLPX->HSPA9->YME1L1
HNSC,0.5975596530500976,random,41,CLPX->DNAJC19->CLPP->HSCB->DNAJA3->HSPE1->TRAP1->YME1L1->LONP1->SPG7->HSPA9->AFG3L2->GRPEL2->HSPD1->HTRA2
KIRC,0.6642021443290107,random,41,HTRA2->DNAJA3->CLPP->HSPD1->LONP1->DNAJC19->HSPA9->HSCB->AFG3L2->GRPEL2->SPG7->CLPX->HSPE1->YME1L1->TRAP1
KIRP,0.714581062646577,random,41,HSPD1->SPG7->LONP1->AFG3L2->HTRA2->GRPEL2->HSPA9->TRAP1->DNAJA3->DNAJC19->HSCB->CLPX->YME1L1->CLPP->HSPE1
LIHC,0.5931112885922861,random,41,CLPP->LONP1->HSPE1->GRPEL2->YME1L1->AFG3L2->HSCB->CLPX->HSPA9->DNAJA3->TRAP1->SPG7->DNAJC19->HSPD1->HTRA2
LUAD,0.5706859767782074,random,41,CLPX->DNAJA3->AFG3L2->HSPE1->SPG7->LONP1->CLPP->HSCB->HSPA9->YME1L1->GRPEL2->HSPD1->TRAP1->DNAJC19->HTRA2
LUSC,0.566003963269652,random,41,HSCB->TRAP1->DNAJC19->YME1L1->LONP1->GRPEL2->HSPE1->CLPP->AFG3L2->HSPD1->SPG7->DNAJA3->HSPA9->CLPX->HTRA2
