"c(ev_all_obs, ev_shuffled)"
2.5168613172798366
2.4718303880541415
2.47125457160007
2.470785464407027
2.47056110375163
2.4699335970018126
2.4696449386200015
2.4703012536176088
2.4699058793732385
2.469882347001432
2.469896390548596
2.469741972685277
2.47027373657387
2.4698065102749065
2.4698618413501956
2.470048969708588
2.4700832844214102
2.4702068661214382
2.469946094026395
2.469846209448211
2.4699296735058254
2.4697891242074923
2.4695622692677963
2.469884306563677
2.4696418911094606
2.4697021450214205
2.4696170117633423
2.4699937707017625
2.46982908008265
2.4696821678112357
2.469847255513458
2.4698202176109345
2.4695996994029876
2.4698865609124554
2.4698721608839502
2.4697274419392006
2.4705515326545147
2.4697433681065943
2.469631211516363
2.469935237918602
2.470157537839301
2.4699600603046363
2.4699978352225895
2.4697912543909437
2.470271940417013
2.469808660139269
2.469923361306627
2.469816103218365
2.469854863921044
2.470034571635858
2.4696688125447577
2.469942716022306
2.469748767759588
2.469527345503679
2.469764252133932
2.469815626137814
2.4699859527881407
2.4699727147895554
2.46994023295828
2.469705291810429
2.4696635666301865
2.469915792155594
2.4697453300006114
2.470000242590462
2.4698082106994996
2.470030981094446
2.4698607132845027
2.469788824274298
2.470121898830451
2.470115693405247
2.46966505302678
2.4697222383481074
2.4699475099237866
2.4697556977319635
2.469621253964797
2.469885812740952
2.4698303123920864
2.4698191242184744
2.469709552458456
2.4697867663028656
2.4697856728244623
2.469965436754906
2.4697907875714455
2.4696387081300126
2.4701884250192223
2.4697960749630257
2.4697811463533212
2.469978355462521
2.469911724592258
2.4700820055463097
2.4698551514505698
2.469882346102774
2.4699644746910003
2.469734806374856
2.469618490040033
2.46969881873392
2.4698101286804643
2.4697579961713827
2.469682846223774
2.4696050634588156
2.4698271368886298
2.4696549385613125
2.469618906356895
2.469829327335156
2.4701571275398626
2.469779029453548
2.4697244871738246
2.469748127737967
2.4697616335791586
2.469638573123434
2.469736716526398
2.469680205817639
2.4697771029579654
2.4701480524253276
2.469662592320555
2.4696256397561958
2.469626895892899
2.4696739165685604
2.4701018932667416
2.469554862833367
2.469593134885625
2.46957566557879
2.4700137049320645
2.469624970610911
2.4699354238540465
2.4697114891844807
2.4698383593398026
2.469717475424994
2.4697367287685252
2.469600807173087
2.4697162386638234
2.46980173206354
2.4697986912375707
2.4698675667173116
2.4697320150311075
2.4701586286713164
2.469529337259841
2.470123571749468
2.469798557966609
