"","run_name","cor","p","estimate"
"1","by_module_12",0.272727272727273,0.228489725667448,0.375910430513307
"2","by_module_21",0.601398601398601,0.00431717314995134,0.757563964936622
"3","high_to_low",0.818181818181818,3.67998967909461e-05,0.911498344555896
"4","low_to_high",0.230769230769231,0.526272891468279,0.20329225063544
"5","median_random",0.972027972027972,1.84560901972881e-06,0.952028135227845
