"","run_name","cor","p","estimate"
"1","by_complax",0.972027972027972,2.05589016896272e-06,0.950963937122455
"2","chap_to_cochap",0.531468531468532,0.0154621699275096,0.677631285622907
"3","cutting_to_fold",0.804195804195804,0.000102785708912155,0.890522846022494
"4","fold_to_cutting",0.965034965034965,2.53907976454576e-07,0.967910781357553
